bot,turn,action_index,response_time_ms,request_size_bytes,command,balance,debt,net_worth,factory_count
Бот 2,22,1,14711,21518,"setWorkerCount(01M0FCYA0E9VSY9GJ55TACJ0KM, 10)",9798060.78,13132.04,9784928.74,4
Бот 2,22,2,14711,21518,"postSellOffer(gasoline, 1800, 5.5-6.0)",9798060.78,13132.04,9784928.74,4
Бот 1,23,1,10273,20769,"sellToSystem(coal-tar, 6501.6)",398544.15,0.00,398544.15,3
Бот 1,23,2,10273,20769,"sellToSystem(coke, 4420)",398544.15,0.00,398544.15,3
Бот 1,23,3,10273,20769,"sellToSystem(iron-ore, 28863.76)",398544.15,0.00,398544.15,3
Бот 2,23,1,22970,21648,"sellToSystem(oil, 4000)",9716319.38,13066.38,9703253.00,4
Бот 2,23,2,22970,21648,"sellToSystem(gasoline, 1800)",9716319.38,13066.38,9703253.00,4
Бот 2,23,3,22970,21648,"setWorkerCount(01M0FCP8J3J46B7XZNK9X7X1PR, 9)",9716319.38,13066.38,9703253.00,4
Бот 1,24,1,13181,20972,"setOverhaulRequested(01M0FCF22BGMQB6KT3AXT6HS1V, True)",587344.87,0.00,587344.87,3
Бот 1,24,2,13181,20972,"sellToSystem(coal-tar, 1472.4)",587344.87,0.00,587344.87,3
Бот 1,24,3,13181,20972,"sellToSystem(coke, 2210)",587344.87,0.00,587344.87,3
Бот 1,24,4,13181,20972,"sellToSystem(iron-ore, 2473.48)",587344.87,0.00,587344.87,3
Бот 2,24,1,9039,21945,"setOverhaulRequested(01M0FCF8Y078QA659AT0Q5BBWT, True)",9658612.62,13001.05,9645611.57,4
Бот 2,24,2,9039,21945,"sellToSystem(gasoline, 3249.72)",9658612.62,13001.05,9645611.57,4
Бот 1,25,1,20180,20673,"sellToSystem(iron-ore, 7062.6)",635118.76,0.00,635118.76,4
Бот 1,25,2,20180,20673,"sellToSystem(coal-tar, 1396.8)",635118.76,0.00,635118.76,4
Бот 1,25,3,20180,20673,"sellToSystem(coke, 2210)",635118.76,0.00,635118.76,4
Бот 1,25,4,20180,20673,buildFactory(iron-powder-plant),635118.76,0.00,635118.76,4
Бот 2,25,1,11996,22058,"setOverhaulRequested(01M0FCFVR0FH54DSZ4QWZNN8VZ, True)",9553484.00,12936.04,9540547.96,4
Бот 2,25,2,11996,22058,"sellToSystem(oil, 1287233.82)",9553484.00,12936.04,9540547.96,4
Бот 2,25,3,11996,22058,"postSellOffer(gasoline, 1490.4, 5.5-6.0)",9553484.00,12936.04,9540547.96,4
Бот 1,26,1,11482,21450,"setWorkerCount(01M0FD18QD517MAMBPH0HYJ6JV, 2)",713267.76,0.00,713267.76,4
Бот 2,26,1,15401,22184,"(skipped: setOverhaulRequested(01M0FCF8Y078QA659AT0Q5BBWT, True) — Factory '01M0FCF8Y078QA659AT0Q5BBWT' is already under repair.)",14879926.28,12871.36,14867054.92,4
Бот 2,26,2,15401,22184,"(skipped: setOverhaulRequested(01M0FCFVR0FH54DSZ4QWZNN8VZ, True) — Factory '01M0FCFVR0FH54DSZ4QWZNN8VZ' is already under repair.)",14879926.28,12871.36,14867054.92,4
Бот 2,26,3,15401,22184,"sellToSystem(oil, 308817.3)",14879926.28,12871.36,14867054.92,4
Бот 2,26,4,15401,22184,"sellToSystem(gasoline, 2932.2)",14879926.28,12871.36,14867054.92,4
Бот 2,26,5,15401,22184,"postSellOffer(gasoline, 2932.2, 10.0-12.0)",14879926.28,12871.36,14867054.92,4
Бот 1,27,1,9401,21847,"sellToSystem(iron-ore, 12380.8)",710414.04,0.00,710414.04,4
Бот 1,27,2,9401,21847,"sellToSystem(coal-tar, 2538)",710414.04,0.00,710414.04,4
Бот 1,27,3,9401,21847,"sellToSystem(coke, 4420)",710414.04,0.00,710414.04,4
Бот 2,27,1,14036,22689,"(skipped: fulfillTradeOffer(01M0FD2EQF0SDPN5GAJD099ZTK,  @ 11) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",16092064.81,12807.00,16079257.81,4
Бот 2,27,2,14036,22689,"sellToSystem(oil, 4000)",16092064.81,12807.00,16079257.81,4
Бот 1,28,1,10454,21447,"sellToSystem(coal-tar, 1126.8)",815231.09,0.00,815231.09,4
Бот 1,28,2,10454,21447,"sellToSystem(coke, 2210)",815231.09,0.00,815231.09,4
Бот 1,28,3,10454,21447,"sellToSystem(iron-ore, 13182.2)",815231.09,0.00,815231.09,4
Бот 1,28,4,10454,21447,"sellToSystem(iron-powder, 4000)",815231.09,0.00,815231.09,4
Бот 2,28,1,17135,22641,"sellToSystem(gasoline, 2711.88)",16052472.67,12742.97,16039729.70,4
Бот 2,28,2,17135,22641,"sellToSystem(oil, 4000)",16052472.67,12742.97,16039729.70,4
Бот 1,29,1,10315,21213,"sellToSystem(iron-ore, 13333.01)",924010.97,0.00,924010.97,4
Бот 1,29,2,10315,21213,"sellToSystem(coal-tar, 1022.4)",924010.97,0.00,924010.97,4
Бот 1,29,3,10315,21213,"sellToSystem(coke, 2179.06)",924010.97,0.00,924010.97,4
Бот 1,29,4,10315,21213,"sellToSystem(iron-powder, 2000)",924010.97,0.00,924010.97,4
Бот 2,29,1,13121,22681,"postSellOffer(gasoline, 1257.12, 5.5-6.0)",15982460.29,12679.25,15969781.04,4
Бот 1,30,1,6934,21591,nop,1016419.59,0.00,1016419.59,4
Бот 2,30,1,17037,22642,"sellToSystem(gasoline, 2439.72)",15815656.59,12615.86,15803040.74,4
Бот 2,30,2,17037,22642,"sellToSystem(methanol, 21881.64)",15815656.59,12615.86,15803040.74,4
Бот 1,31,1,9656,21720,"(skipped: fulfillTradeOffer(01M0FD4QGJH1T10XVE0SN56A03,  @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1012688.22,0.00,1012688.22,4
Бот 2,31,1,8959,22837,"sellToSystem(gasoline, 1101.6)",15707987.00,12552.78,15695434.22,4
Бот 2,31,2,8959,22837,"sellToSystem(methanol, 2652.32)",15707987.00,12552.78,15695434.22,4
Бот 1,32,1,7685,21723,"setOverhaulRequested(01M0FCKEMVVE1PSZ7A8G899NZ1, True)",1007231.03,0.00,1007231.03,4
Бот 2,32,1,15754,22927,"sellToSystem(gasoline, 1014.12)",15466929.15,12490.01,15454439.13,4
Бот 2,32,2,15754,22927,"sellToSystem(methanol, 2592.04)",15466929.15,12490.01,15454439.13,4
Бот 2,32,3,15754,22927,"postSellOffer(gasoline, 1000, 5.5-6.0)",15466929.15,12490.01,15454439.13,4
Бот 1,33,1,12332,21935,"sellToSystem(coal-tar, 3448.8)",999461.21,0.00,999461.21,4
Бот 1,33,2,12332,21935,"sellToSystem(coke, 8230.04)",999461.21,0.00,999461.21,4
Бот 1,33,3,12332,21935,"sellToSystem(iron-ore, 54702.14)",999461.21,0.00,999461.21,4
Бот 1,33,4,12332,21935,"sellToSystem(iron-powder, 8000)",999461.21,0.00,999461.21,4
Бот 2,33,1,11875,22903,"sellToSystem(oil, 3328458.38)",15173930.23,12427.56,15161502.67,4
Бот 2,33,2,11875,22903,"sellToSystem(gasoline, 920.16)",15173930.23,12427.56,15161502.67,4
Бот 2,33,3,11875,22903,"sellToSystem(methanol, 2520.8)",15173930.23,12427.56,15161502.67,4
Бот 2,33,4,11875,22903,"postSellOffer(gasoline, 1000, 5.5-6.0)",15173930.23,12427.56,15161502.67,4
Бот 1,34,1,12689,22299,"sellToSystem(iron-ore, 13734.36)",1206347.10,0.00,1206347.10,4
Бот 1,34,2,12689,22299,"sellToSystem(coal-tar, 1080)",1206347.10,0.00,1206347.10,4
Бот 1,34,3,12689,22299,"sellToSystem(coke, 1891.76)",1206347.10,0.00,1206347.10,4
Бот 2,34,1,14404,23007,"sellToSystem(gasoline, 819.72)",22327059.35,12365.43,22314693.92,4
Бот 2,34,2,14404,23007,"sellToSystem(oil, 523454.62)",22327059.35,12365.43,22314693.92,4
Бот 2,34,3,14404,23007,"postSellOffer(gasoline, 819.72, 5.5-6.0)",22327059.35,12365.43,22314693.92,4
Бот 1,35,1,8866,22232,nop,1256503.96,0.00,1256503.96,4
Бот 2,35,1,14553,23043,"sellToSystem(methanol, 4784.04)",23306737.73,12303.60,23294434.13,4
Бот 1,36,1,11671,21869,"sellToSystem(coal-tar, 2880.0)",1253181.87,0.00,1253181.87,4
Бот 1,36,2,11671,21869,"sellToSystem(coke, 3522.74)",1253181.87,0.00,1253181.87,4
Бот 1,36,3,11671,21869,"sellToSystem(iron-ore, 27255.89)",1253181.87,0.00,1253181.87,4
Бот 1,36,4,11671,21869,"sellToSystem(iron-powder, 5800.0)",1253181.87,0.00,1253181.87,4
Бот 2,36,1,20611,23124,"setOverhaulRequested(01M0FCP8J3J46B7XZNK9X7X1PR, True)",23245739.94,12242.08,23233497.86,4
Бот 2,36,2,20611,23124,"sellToSystem(gasoline, 1312.2)",23245739.94,12242.08,23233497.86,4
Бот 2,36,3,20611,23124,"sellToSystem(methanol, 2241.32)",23245739.94,12242.08,23233497.86,4
Бот 2,36,4,20611,23124,"postSellOffer(gasoline, 1312.2, 5.5-6.0)",23245739.94,12242.08,23233497.86,4
Бот 1,37,1,14586,21966,"sellToSystem(coal-tar, 1800)",1352600.59,0.00,1352600.59,4
Бот 1,37,2,14586,21966,"sellToSystem(coke, 1613.3)",1352600.59,0.00,1352600.59,4
Бот 1,37,3,14586,21966,"sellToSystem(iron-ore, 13289.31)",1352600.59,0.00,1352600.59,4
Бот 1,37,4,14586,21966,"sellToSystem(iron-powder, 1840)",1352600.59,0.00,1352600.59,4
Бот 2,37,1,13224,22775,"sellToSystem(gasoline, 972)",23132366.21,12180.87,23120185.34,4
Бот 2,37,2,13224,22775,"sellToSystem(methanol, 2126.24)",23132366.21,12180.87,23120185.34,4
Бот 1,38,1,16694,21999,"(skipped: fulfillTradeOffer(01M0FDA0NDD8XTTB9RBD3E54YV,  @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1407519.81,0.00,1407519.81,4
Бот 1,38,2,16694,21999,"sellToSystem(coal-tar, 1800)",1407519.81,0.00,1407519.81,4
Бот 1,38,3,16694,21999,"sellToSystem(coke, 1502.8)",1407519.81,0.00,1407519.81,4
Бот 1,38,4,16694,21999,"sellToSystem(iron-ore, 13161.84)",1407519.81,0.00,1407519.81,4
Бот 2,38,1,16543,22648,"sellToSystem(oil, 500000.0)",22965782.95,12119.97,22953662.98,4
Бот 2,38,2,16543,22648,"sellToSystem(gasoline, 972.0)",22965782.95,12119.97,22953662.98,4
Бот 2,38,3,16543,22648,"sellToSystem(methanol, 2000.2)",22965782.95,12119.97,22953662.98,4
Бот 1,39,1,13493,21841,"sellToSystem(coal-tar, 1800)",1452704.76,0.00,1452704.76,4
Бот 1,39,2,13493,21841,"sellToSystem(coke, 1383.46)",1452704.76,0.00,1452704.76,4
Бот 1,39,3,13493,21841,"sellToSystem(iron-ore, 12977.11)",1452704.76,0.00,1452704.76,4
Бот 1,39,4,13493,21841,"sellToSystem(iron-powder, 3492)",1452704.76,0.00,1452704.76,4
Бот 2,39,1,14507,22740,"postSellOffer(gasoline, 1000, 5.5-6.0)",23630137.99,12059.37,23618078.63,4
Бот 1,40,1,8925,22077,"(skipped: fulfillTradeOffer(, 1000 @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1511685.38,0.00,1511685.38,4
Бот 2,40,1,13355,22645,"sellToSystem(oil, 2571872.78)",23398384.75,11999.07,23386385.68,4
Бот 1,41,1,10585,22347,"(skipped: fulfillTradeOffer(, 1000 @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1508791.55,0.00,1508791.55,4
Бот 2,41,1,11358,22754,"sellToSystem(gasoline, 4212)",27625833.89,11939.07,27613894.82,4
Бот 2,41,2,11358,22754,"sellToSystem(methanol, 5134.76)",27625833.89,11939.07,27613894.82,4
Бот 2,41,3,11358,22754,"postSellOffer(gasoline, 1000, 5.5-6.0)",27625833.89,11939.07,27613894.82,4
Бот 1,42,1,17670,22324,"(skipped: fulfillTradeOffer(01M0FDE2ZEHWWZ0SBMTBE2540S,  @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1504244.51,0.00,1504244.51,4
Бот 1,42,2,17670,22324,"sellToSystem(coal-tar, 5400)",1504244.51,0.00,1504244.51,4
Бот 1,42,3,17670,22324,"sellToSystem(coke, 3345.94)",1504244.51,0.00,1504244.51,4
Бот 1,42,4,17670,22324,"sellToSystem(iron-ore, 37250.68)",1504244.51,0.00,1504244.51,4
Бот 1,42,5,17670,22324,"sellToSystem(iron-powder, 4648)",1504244.51,0.00,1504244.51,4
Бот 2,42,1,12651,22796,"sellToSystem(gasoline, 1620)",27589428.70,11879.38,27577549.32,4
Бот 2,42,2,12651,22796,"sellToSystem(methanol, 1386.44)",27589428.70,11879.38,27577549.32,4
Бот 2,42,3,12651,22796,"postSellOffer(gasoline, 1000, 5.5-6.0)",27589428.70,11879.38,27577549.32,4
Бот 1,43,1,12177,23057,"setOverhaulRequested(01M0FCWY9X2NFBZBXBCFTK6EWQ, True)",1625443.73,0.00,1625443.73,4
Бот 1,43,2,12177,23057,"(skipped: fulfillTradeOffer(01M0FDE2ZEHWWZ0SBMTBE2540S,  @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1625443.73,0.00,1625443.73,4
Бот 2,43,1,14587,22920,"sellToSystem(oil, 1371444.92)",27491306.39,11819.98,27479486.40,4
Бот 2,43,2,14587,22920,"sellToSystem(methanol, 1205.6)",27491306.39,11819.98,27479486.40,4
Бот 2,43,3,14587,22920,"sellToSystem(gasoline, 1620)",27491306.39,11819.98,27479486.40,4
Бот 1,44,1,15662,22671,"sellToSystem(coal-tar, 3600)",1622272.24,0.00,1622272.24,4
Бот 1,44,2,15662,22671,"sellToSystem(coke, 2143.7)",1622272.24,0.00,1622272.24,4
Бот 1,44,3,15662,22671,"sellToSystem(iron-ore, 21853.11)",1622272.24,0.00,1622272.24,4
Бот 1,44,4,15662,22671,"sellToSystem(iron-powder, 2612)",1622272.24,0.00,1622272.24,4
Бот 2,44,1,7554,22901,"setOverhaulRequested(01M0FCYA0E9VSY9GJ55TACJ0KM, True)",29756505.55,11760.88,29744744.67,4
Бот 1,45,1,14933,22487,"sellToSystem(coal-tar, 1774.8)",1701998.92,0.00,1701998.92,4
Бот 1,45,2,14933,22487,"sellToSystem(coke, 1326)",1701998.92,0.00,1701998.92,4
Бот 1,45,3,14933,22487,"sellToSystem(iron-ore, 9425.72)",1701998.92,0.00,1701998.92,4
Бот 1,45,4,14933,22487,"sellToSystem(iron-powder, 1136)",1701998.92,0.00,1701998.92,4
Бот 2,45,1,11318,22754,"sellToSystem(oil, 811766.6)",29694929.67,11702.08,29683227.59,4
Бот 2,45,2,11318,22754,"postSellOffer(gasoline, 3240, 5.5-6.0)",29694929.67,11702.08,29683227.59,4
Бот 1,46,1,13809,23056,"sellToSystem(coal-tar, 1742.4)",1747559.65,0.00,1747559.65,4
Бот 1,46,2,13809,23056,"sellToSystem(coke, 1326)",1747559.65,0.00,1747559.65,4
Бот 1,46,3,13809,23056,"sellToSystem(iron-ore, 8600.92)",1747559.65,0.00,1747559.65,4
Бот 1,46,4,13809,23056,"sellToSystem(iron-powder, 1012)",1747559.65,0.00,1747559.65,4
Бот 2,46,1,13610,22900,"sellToSystem(gasoline, 4860)",31023091.71,11643.57,31011448.15,4
Бот 2,46,2,13610,22900,"sellToSystem(methanol, 4301.8)",31023091.71,11643.57,31011448.15,4
Бот 2,46,3,13610,22900,"sellToSystem(oil, 4000)",31023091.71,11643.57,31011448.15,4
Бот 1,47,1,18641,22978,"(skipped: fulfillTradeOffer(, 3240 @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1791263.28,0.00,1791263.28,4
Бот 1,47,2,18641,22978,"sellToSystem(coal-tar, 1702.8)",1791263.28,0.00,1791263.28,4
Бот 1,47,3,18641,22978,"sellToSystem(coke, 2210)",1791263.28,0.00,1791263.28,4
Бот 1,47,4,18641,22978,"sellToSystem(iron-ore, 6386.82)",1791263.28,0.00,1791263.28,4
Бот 1,47,5,18641,22978,"sellToSystem(iron-powder, 880)",1791263.28,0.00,1791263.28,4
Бот 2,47,1,13445,22815,"sellToSystem(oil, 703732.0)",31016195.61,11585.35,31004610.26,4
Бот 1,48,1,12102,22983,"setOverhaulRequested(01M0FD18QD517MAMBPH0HYJ6JV, True)",1832935.40,0.00,1832935.40,4
Бот 2,48,1,8476,22772,"postSellOffer(gasoline, 1000, 5.5-6.0)",32168901.23,11527.42,32157373.81,4
Бот 1,49,1,19348,22959,"sellToSystem(coal-tar, 3258)",1830536.87,0.00,1830536.87,4
Бот 1,49,2,19348,22959,"sellToSystem(coke, 4420)",1830536.87,0.00,1830536.87,4
Бот 1,49,3,19348,22959,"sellToSystem(iron-ore, 9248.18)",1830536.87,0.00,1830536.87,4
Бот 1,49,4,19348,22959,"sellToSystem(iron-powder, 1940)",1830536.87,0.00,1830536.87,4
Бот 2,49,1,11809,22672,"sellToSystem(oil, 582022.02)",32123676.42,11469.79,32112206.64,4
Бот 2,49,2,11809,22672,"sellToSystem(gasoline, 4837.32)",32123676.42,11469.79,32112206.64,4
Бот 2,49,3,11809,22672,"sellToSystem(methanol, 7124)",32123676.42,11469.79,32112206.64,4
Бот 1,50,1,10409,22961,"(skipped: fulfillTradeOffer(01M0FDKSEMP0P0NNA4ED5M24DW,  @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1892359.69,0.00,1892359.69,4
Бот 2,50,1,9846,22735,"sellToSystem(oil, 241063.76)",33118524.08,11412.44,33107111.64,4
Бот 2,50,2,9846,22735,"sellToSystem(gasoline, 1568.16)",33118524.08,11412.44,33107111.64,4
Бот 2,50,3,9846,22735,"sellToSystem(methanol, 2740)",33118524.08,11412.44,33107111.64,4
Бот 1,51,1,19788,23024,"(skipped: setOverhaulRequested(01M0FCF22BGMQB6KT3AXT6HS1V, ) — SetOverhaulRequested requires factoryId and enabled.)",1890927.33,0.00,1890927.33,4
Бот 1,51,2,19788,23024,"sellToSystem(coal-tar, 3013.2)",1890927.33,0.00,1890927.33,4
Бот 1,51,3,19788,23024,"sellToSystem(coke, 4420)",1890927.33,0.00,1890927.33,4
Бот 1,51,4,19788,23024,"sellToSystem(iron-ore, 3852.24)",1890927.33,0.00,1890927.33,4
Бот 1,51,5,19788,23024,"sellToSystem(iron-powder, 2400)",1890927.33,0.00,1890927.33,4
Бот 2,51,1,11370,23181,"setOverhaulRequested(01M0FCF8Y078QA659AT0Q5BBWT, True)",33532023.82,11355.37,33520668.44,4
Бот 2,51,2,11370,23181,"postSellOffer(gasoline, 1000.0, 5.5-6.0)",33532023.82,11355.37,33520668.44,4
Бот 1,52,1,9842,23480,"(skipped: fulfillTradeOffer(01M0FDPA5GQJYCVM9S93WZ77JX,  @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1944264.10,0.00,1944264.10,4
Бот 1,52,2,9842,23480,"setOverhaulRequested(01M0FCF22BGMQB6KT3AXT6HS1V, True)",1944264.10,0.00,1944264.10,4
Бот 2,52,1,15295,23160,"setOverhaulRequested(01M0FCFVR0FH54DSZ4QWZNN8VZ, True)",33498284.00,11298.60,33486985.40,4
Бот 1,53,1,13520,23197,"(skipped: fulfillTradeOffer(, 1000 @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",1942503.24,0.00,1942503.24,4
Бот 2,53,1,14851,23024,"sellToSystem(oil, 761322.92)",33436675.02,11242.10,33425432.91,4
Бот 2,53,2,14851,23024,"sellToSystem(methanol, 8220)",33436675.02,11242.10,33425432.91,4
Бот 2,53,3,14851,23024,"sellToSystem(gasoline, 4464.72)",33436675.02,11242.10,33425432.91,4
Бот 1,54,1,13726,22830,"sellToSystem(coal-tar, 3934.8)",1940576.67,0.00,1940576.67,4
Бот 1,54,2,13726,22830,"sellToSystem(coke, 5710.82)",1940576.67,0.00,1940576.67,4
Бот 1,54,3,13726,22830,"sellToSystem(iron-ore, 3070.63)",1940576.67,0.00,1940576.67,4
Бот 1,54,4,13726,22830,"sellToSystem(iron-powder, 5936.23)",1940576.67,0.00,1940576.67,4
Бот 2,54,1,9240,23080,"postSellOffer(gasoline, 1000, 5.5-6.0)",34726353.85,11185.89,34715167.95,4
Бот 1,55,1,12167,23043,"(skipped: fulfillTradeOffer(, 1000 @ 5.75) — FulfillTradeOffer requires tradeOfferId, volume, and unitPrice.)",2009051.34,0.00,2009051.34,4
Бот 2,55,1,14931,22911,"sellToSystem(oil, 500000)",34675101.05,11129.96,34663971.09,4
Бот 2,55,2,14931,22911,"sellToSystem(methanol, 3000)",34675101.05,11129.96,34663971.09,4
Бот 2,55,3,14931,22911,"sellToSystem(gasoline, 2000)",34675101.05,11129.96,34663971.09,4
