bot,turn,action_index,response_time_ms,request_size_bytes,command,balance,debt,net_worth,factory_count
Бот 2,11,1,12314,18941,"sellToSystem(oil, 54992.4)",44732.57,0.00,44732.57,6
Бот 2,11,2,12314,18941,"sellToSystem(carbon-black, 7680)",44732.57,0.00,44732.57,6
Бот 2,11,3,12314,18941,"sellToSystem(ethylene, 3789)",44732.57,0.00,44732.57,6
Бот 2,11,4,12314,18941,"sellToSystem(methanol, 2466)",44732.57,0.00,44732.57,6
Бот 2,11,5,12314,18941,"sellToSystem(gasoline, 180)",44732.57,0.00,44732.57,6
Бот 1,12,1,7539,16618,"sellToSystem(iron-ore, 89821.52)",311346.57,83310.29,228036.28,2
Бот 1,12,2,7539,16618,"sellToSystem(wire-rod, 1500)",311346.57,83310.29,228036.28,2
Бот 1,12,3,7539,16618,repayLoan(20000.00),311346.57,83310.29,228036.28,2
Бот 2,12,1,19646,19080,"sellToSystem(oil, 17103.01)",114971.52,0.00,114971.52,6
Бот 2,12,2,19646,19080,"sellToSystem(carbon-black, 1810.3)",114971.52,0.00,114971.52,6
Бот 2,12,3,19646,19080,"sellToSystem(ethylene, 1263)",114971.52,0.00,114971.52,6
Бот 2,12,4,19646,19080,"sellToSystem(methanol, 548)",114971.52,0.00,114971.52,6
Бот 2,12,5,19646,19080,"sellToSystem(gasoline, 180)",114971.52,0.00,114971.52,6
Бот 1,13,1,6556,16648,"sellToSystem(iron-ore, 87312.4)",370426.06,62893.74,307532.33,2
Бот 1,13,2,6556,16648,"sellToSystem(wire-rod, 1479)",370426.06,62893.74,307532.33,2
Бот 2,13,1,17172,19209,"sellToSystem(oil, 16489.01)",148342.91,0.00,148342.91,6
Бот 2,13,2,17172,19209,"sellToSystem(carbon-black, 1777.25)",148342.91,0.00,148342.91,6
Бот 2,13,3,17172,19209,"sellToSystem(ethylene, 1263)",148342.91,0.00,148342.91,6
Бот 2,13,4,17172,19209,"sellToSystem(methanol, 544.16)",148342.91,0.00,148342.91,6
Бот 2,13,5,17172,19209,"sellToSystem(gasoline, 180)",148342.91,0.00,148342.91,6
Бот 1,14,1,7631,16728,"sellToSystem(iron-ore, 84422.8)",472417.95,62579.27,409838.68,2
Бот 1,14,2,7631,16728,"sellToSystem(wire-rod, 1452)",472417.95,62579.27,409838.68,2
Бот 2,14,1,14426,19398,"sellToSystem(oil, 11778.0)",187940.13,0.00,187940.13,6
Бот 2,14,2,14426,19398,"sellToSystem(carbon-black, 128.0)",187940.13,0.00,187940.13,6
Бот 1,15,1,20705,16700,"sellToSystem(iron-ore, 81152.72)",593443.82,62266.37,531177.45,2
Бот 1,15,2,20705,16700,"sellToSystem(wire-rod, 910)",593443.82,62266.37,531177.45,2
Бот 1,15,3,20705,16700,repayLoan(20000.0),593443.82,62266.37,531177.45,2
Бот 2,15,1,23307,19414,(skipped: setGenerationResearchCommitment() — SetGenerationResearchCommitment requires amount.),209026.15,0.00,209026.15,6
Бот 2,15,2,23307,19414,"(skipped: sellToSystem(, 5000.00) — SellToSystem requires materialId and volume.)",209026.15,0.00,209026.15,6
Бот 2,15,3,23307,19414,"(skipped: sellToSystem(, 2000.00) — SellToSystem requires materialId and volume.)",209026.15,0.00,209026.15,6
Бот 2,15,4,23307,19414,"(skipped: sellToSystem(, 1000.00) — SellToSystem requires materialId and volume.)",209026.15,0.00,209026.15,6
Бот 2,15,5,23307,19414,"(skipped: sellToSystem(, 500.00) — SellToSystem requires materialId and volume.)",209026.15,0.00,209026.15,6
Бот 1,16,1,16174,16835,buildFactory(coal-tar-plant),707597.73,41955.04,665642.69,3
Бот 1,16,1,15378,17045,"setWorkerCount(01M0ET9W3CVSXD8NHDRDV4K9C3, 10)",707597.73,41955.04,665642.69,3
Бот 1,16,2,15378,17045,"sellToSystem(wire-rod, 900)",707597.73,41955.04,665642.69,3
Бот 2,16,1,12704,20016,setGenerationResearchCommitment(2000.00),205032.91,0.00,205032.91,6
Бот 2,16,2,12704,20016,"sellToSystem(oil, 33167.69)",205032.91,0.00,205032.91,6
Бот 2,16,3,12704,20016,"sellToSystem(carbon-black, 4932.02)",205032.91,0.00,205032.91,6
Бот 2,16,4,12704,20016,"sellToSystem(ethylene, 3771.32)",205032.91,0.00,205032.91,6
Бот 2,16,5,12704,20016,"sellToSystem(methanol, 1594.68)",205032.91,0.00,205032.91,6
Бот 1,17,1,5432,17240,nop,696507.35,41745.27,654762.08,3
Бот 2,17,1,22008,20141,buildFactory(refinery),314703.62,0.00,314703.62,7
Бот 1,18,1,8193,17227,"sellToSystem(iron-ore, 202032.88)",672065.50,41536.54,630528.96,3
Бот 1,18,2,8193,17227,"sellToSystem(wire-rod, 3608)",672065.50,41536.54,630528.96,3
Бот 2,18,1,28846,20489,"setWorkerCount(01M0ETD8BRK8FZ7WGBNHVH2AG8, 1)",309448.37,0.00,309448.37,7
Бот 2,18,2,28846,20489,"sellToSystem(oil, 25533.17)",309448.37,0.00,309448.37,7
Бот 2,18,3,28846,20489,"sellToSystem(carbon-black, 3073.46)",309448.37,0.00,309448.37,7
Бот 2,18,4,28846,20489,"sellToSystem(ethylene, 2417.38)",309448.37,0.00,309448.37,7
Бот 1,19,1,9507,17207,"sellToSystem(iron-ore, 55267.6)",1173715.90,41328.86,1132387.04,3
Бот 1,19,2,9507,17207,"sellToSystem(coal-tar, 27000)",1173715.90,41328.86,1132387.04,3
Бот 1,19,3,9507,17207,"sellToSystem(wire-rod, 1227)",1173715.90,41328.86,1132387.04,3
Бот 2,19,1,12344,20534,buildFactory(adhesive-plant),403793.49,0.00,403793.49,8
Бот 1,20,1,16157,17225,buildFactory(lime-kiln),1458708.53,41122.21,1417586.31,4
Бот 1,20,2,16157,17225,"sellToSystem(wire-rod, 920)",1458708.53,41122.21,1417586.31,4
Бот 1,20,3,16157,17225,"sellToSystem(coal-tar, 920)",1458708.53,41122.21,1417586.31,4
Бот 1,20,4,16157,17225,"sellToSystem(iron-ore, 4020)",1458708.53,41122.21,1417586.31,4
Бот 2,20,1,7870,20743,"setWorkerCount(01M0ETF1XKZ2MN5W3KHVWEXN15, 1)",398515.12,0.00,398515.12,8
Бот 1,21,1,10966,17603,"setWorkerCount(01M0ETFHQ2ZMZHV3ND8STRDGHN, 10)",1485083.41,40916.60,1444166.81,4
Бот 1,21,2,10966,17603,"sellToSystem(coal-tar, 922.0)",1485083.41,40916.60,1444166.81,4
Бот 1,21,3,10966,17603,"sellToSystem(iron-ore, 4022.0)",1485083.41,40916.60,1444166.81,4
Бот 1,21,4,10966,17603,"sellToSystem(wire-rod, 922.0)",1485083.41,40916.60,1444166.81,4
Бот 2,21,1,15923,21210,"sellToSystem(oil, 29410.13)",391878.72,0.00,391878.72,8
Бот 2,21,2,15923,21210,"sellToSystem(carbon-black, 4013.5)",391878.72,0.00,391878.72,8
Бот 2,21,3,15923,21210,"sellToSystem(ethylene, 3367.16)",391878.72,0.00,391878.72,8
Бот 2,21,4,15923,21210,"sellToSystem(methanol, 2160.1)",391878.72,0.00,391878.72,8
Бот 2,21,5,15923,21210,"sellToSystem(gasoline, 1947.6)",391878.72,0.00,391878.72,8
Бот 1,22,1,15685,17853,(skipped: setGenerationResearchCommitment() — SetGenerationResearchCommitment requires amount.),1508390.64,40712.02,1467678.62,4
Бот 1,22,2,15685,17853,"sellToSystem(coal-tar, 25158.0)",1508390.64,40712.02,1467678.62,4
Бот 1,22,3,15685,17853,"sellToSystem(iron-ore, 115204.0)",1508390.64,40712.02,1467678.62,4
Бот 1,22,4,15685,17853,"sellToSystem(quicklime, 10000.0)",1508390.64,40712.02,1467678.62,4
Бот 1,22,5,15685,17853,"sellToSystem(wire-rod, 1437.0)",1508390.64,40712.02,1467678.62,4
Бот 2,22,1,17268,21205,"sellToSystem(oil, 7353.01)",568294.61,0.00,568294.61,8
Бот 2,22,2,17268,21205,"sellToSystem(carbon-black, 1149.34)",568294.61,0.00,568294.61,8
Бот 2,22,3,17268,21205,"sellToSystem(ethylene, 1033.13)",568294.61,0.00,568294.61,8
Бот 2,22,4,17268,21205,"sellToSystem(methanol, 200.46)",568294.61,0.00,568294.61,8
Бот 2,22,5,17268,21205,"sellToSystem(gasoline, 340.2)",568294.61,0.00,568294.61,8
Бот 1,23,1,10425,18024,"sellToSystem(quicklime, 10000.0)",2111207.82,40508.46,2070699.36,4
Бот 1,23,2,10425,18024,"sellToSystem(coal-tar, 9000.0)",2111207.82,40508.46,2070699.36,4
Бот 1,23,3,10425,18024,"sellToSystem(iron-ore, 22294.8)",2111207.82,40508.46,2070699.36,4
Бот 1,23,4,10425,18024,"sellToSystem(wire-rod, 939.0)",2111207.82,40508.46,2070699.36,4
Бот 2,23,1,10997,21139,"sellToSystem(oil, 6004.56)",628566.85,0.00,628566.85,8
Бот 2,23,2,10997,21139,"sellToSystem(carbon-black, 1042.85)",628566.85,0.00,628566.85,8
Бот 2,23,3,10997,21139,"sellToSystem(ethylene, 980.09)",628566.85,0.00,628566.85,8
Бот 2,23,4,10997,21139,"sellToSystem(methanol, 174.15)",628566.85,0.00,628566.85,8
Бот 2,23,5,10997,21139,"sellToSystem(gasoline, 334.08)",628566.85,0.00,628566.85,8
Бот 1,24,1,8661,18215,"setOverhaulRequested(01M0ESYZZ6M070YEPPVSKZ2R1V, True)",2321057.15,40305.92,2280751.24,4
Бот 1,24,2,8661,18215,setGenerationResearchCommitment(1000.0),2321057.15,40305.92,2280751.24,4
Бот 2,24,1,10308,21366,"setOverhaulRequested(01M0ESZ5XQY268NED5QWPVXT2Q, True)",686385.05,0.00,686385.05,8
Бот 1,25,1,15189,18155,"sellToSystem(coal-tar, 17874)",2304555.66,40104.39,2264451.28,4
Бот 1,25,2,15189,18155,"sellToSystem(quicklime, 20000)",2304555.66,40104.39,2264451.28,4
Бот 1,25,3,15189,18155,"sellToSystem(iron-ore, 54080.4)",2304555.66,40104.39,2264451.28,4
Бот 1,25,4,15189,18155,"sellToSystem(wire-rod, 1611)",2304555.66,40104.39,2264451.28,4
Бот 2,25,1,10710,21205,"sellToSystem(oil, 5000.00)",681304.14,0.00,681304.14,8
Бот 2,25,2,10710,21205,"sellToSystem(ethylene, 1000.00)",681304.14,0.00,681304.14,8
Бот 1,26,1,10881,18378,"sellToSystem(coal-tar, 8712)",2782284.92,39903.86,2742381.05,4
Бот 1,26,2,10881,18378,"sellToSystem(quicklime, 10000)",2782284.92,39903.86,2742381.05,4
Бот 1,26,3,10881,18378,"sellToSystem(wire-rod, 660)",2782284.92,39903.86,2742381.05,4
Бот 1,26,4,10881,18378,"sellToSystem(iron-ore, 38840)",2782284.92,39903.86,2742381.05,4
Бот 2,26,1,6950,21227,"setOverhaulRequested(01M0ET0AMP1VBTCSPGWJ63XVDC, True)",724509.64,0.00,724509.64,8
Бот 1,27,1,7171,18671,"setOverhaulRequested(01M0ET0R3Y6JAK76WBY707GT2Y, True)",3061185.09,39704.35,3021480.75,4
Бот 2,27,1,10790,21529,"setOverhaulRequested(01M0ET13CP9WC50HJ02HKVRKKZ, True)",717078.28,0.00,717078.28,8
Бот 1,28,1,15265,18883,setGenerationResearchCommitment(2000.0),3039298.66,39505.82,2999792.83,4
Бот 1,28,2,15265,18883,"sellToSystem(iron-ore, 117288.0)",3039298.66,39505.82,2999792.83,4
Бот 1,28,3,15265,18883,"sellToSystem(coal-tar, 16794.0)",3039298.66,39505.82,2999792.83,4
Бот 1,28,4,15265,18883,"sellToSystem(quicklime, 20000.0)",3039298.66,39505.82,2999792.83,4
Бот 1,28,5,15265,18883,"sellToSystem(wire-rod, 1455.0)",3039298.66,39505.82,2999792.83,4
Бот 2,28,1,9398,21395,buildFactory(paint-plant),704135.53,0.00,704135.53,9
Бот 1,29,1,10605,18974,nop,3647029.95,39308.29,3607721.65,4
Бот 2,29,1,11939,21536,"setWorkerCount(01M0ETNFVSEGMKV6TNCEBJR2WB, 1)",692849.96,0.00,692849.96,9
Бот 1,30,1,16976,18876,buildFactory(blast-furnace),3615377.37,39111.75,3576265.61,6
Бот 1,30,2,16976,18876,buildFactory(fastener-plant),3615377.37,39111.75,3576265.61,6
Бот 1,30,3,16976,18876,"sellToSystem(wire-rod, 920.0)",3615377.37,39111.75,3576265.61,6
Бот 1,30,4,16976,18876,"sellToSystem(iron-ore, 4020.0)",3615377.37,39111.75,3576265.61,6
Бот 1,30,5,16976,18876,"sellToSystem(coal-tar, 920.0)",3615377.37,39111.75,3576265.61,6
Бот 2,30,1,13220,21979,"(skipped: setOverhaulRequested(01M0ET3532ER3THVWW1TEGK8G9, ) — SetOverhaulRequested requires factoryId and enabled.)",679183.96,0.00,679183.96,9
Бот 2,30,2,13220,21979,"(skipped: setOverhaulRequested(01M0ET3533H74GZZ8JAF7FGSHK, ) — SetOverhaulRequested requires factoryId and enabled.)",679183.96,0.00,679183.96,9
Бот 2,30,3,13220,21979,"sellToSystem(oil, 20000.0)",679183.96,0.00,679183.96,9
Бот 1,31,1,13408,19859,"setWorkerCount(01M0ETPPG8C3PMXJG7EXJ9V9TV, 10)",3622865.35,38916.19,3583949.16,6
Бот 1,31,2,13408,19859,"setWorkerCount(01M0ETPPG96C1ZWW6Y4TVKP52F, 10)",3622865.35,38916.19,3583949.16,6
Бот 2,31,1,10223,22348,"setOverhaulRequested(01M0ET3532ER3THVWW1TEGK8G9, True)",735398.22,0.00,735398.22,9
Бот 2,31,2,10223,22348,"setOverhaulRequested(01M0ET3533H74GZZ8JAF7FGSHK, True)",735398.22,0.00,735398.22,9
Бот 1,32,1,25249,19924,"sellToSystem(iron-ore, 100000.0)",3578349.40,38721.61,3539627.79,6
Бот 1,32,2,25249,19924,"sellToSystem(coal-tar, 20000.0)",3578349.40,38721.61,3539627.79,6
Бот 1,32,3,25249,19924,"sellToSystem(quicklime, 15000.0)",3578349.40,38721.61,3539627.79,6
Бот 1,32,4,25249,19924,"sellToSystem(wire-rod, 2000.0)",3578349.40,38721.61,3539627.79,6
Бот 2,32,1,9611,22152,"setOverhaulRequested(01M0ET4JP0QPJC05DMJPHBB855, True)",717558.70,0.00,717558.70,9
Бот 1,33,1,17363,19856,"setRndCommitment(01M0ETPPG8C3PMXJG7EXJ9V9TV, 200.00)",3954657.87,38528.01,3916129.87,6
Бот 1,33,2,17363,19856,"sellToSystem(iron-ore, 20000.0)",3954657.87,38528.01,3916129.87,6
Бот 2,33,1,17303,22011,"sellToSystem(oil, 139780.26)",698871.75,0.00,698871.75,9
Бот 2,33,2,17303,22011,"sellToSystem(carbon-black, 13064.98)",698871.75,0.00,698871.75,9
Бот 2,33,3,17303,22011,"sellToSystem(ethylene, 4895.21)",698871.75,0.00,698871.75,9
Бот 2,33,4,17303,22011,"sellToSystem(gasoline, 2749.32)",698871.75,0.00,698871.75,9
Бот 2,33,5,17303,22011,"sellToSystem(methanol, 1196.94)",698871.75,0.00,698871.75,9
Бот 1,34,1,16417,19879,"postSellOffer(pig-iron, 712, 8.0-10.0)",3958538.98,38335.37,3920203.62,6
Бот 2,34,1,24760,22049,"sellToSystem(oil, 20407.7)",1093846.98,0.00,1093846.98,9
Бот 2,34,2,24760,22049,"sellToSystem(ethylene, 395.2)",1093846.98,0.00,1093846.98,9
Бот 2,34,3,24760,22049,"sellToSystem(gasoline, 239.4)",1093846.98,0.00,1093846.98,9
Бот 2,34,4,24760,22049,"sellToSystem(methanol, 211.82)",1093846.98,0.00,1093846.98,9
Бот 2,34,5,24760,22049,"sellToSystem(paint, 275)",1093846.98,0.00,1093846.98,9
Бот 1,35,1,13101,19903,"sellToSystem(iron-ore, 200000.0)",3900315.31,38143.69,3862171.62,6
Бот 2,35,1,16909,22236,"sellToSystem(oil, 20421.2)",1146386.57,0.00,1146386.57,9
Бот 2,35,2,16909,22236,"sellToSystem(ethylene, 395.2)",1146386.57,0.00,1146386.57,9
Бот 2,35,3,16909,22236,"sellToSystem(gasoline, 230.4)",1146386.57,0.00,1146386.57,9
Бот 2,35,4,16909,22236,"sellToSystem(paint, 55.0)",1146386.57,0.00,1146386.57,9
Бот 1,36,1,15008,19954,"sellToSystem(coal-tar, 3000)",4189030.29,37952.97,4151077.32,6
Бот 1,36,2,15008,19954,"sellToSystem(quicklime, 2000)",4189030.29,37952.97,4151077.32,6
Бот 1,36,3,15008,19954,"sellToSystem(wire-rod, 1000)",4189030.29,37952.97,4151077.32,6
Бот 2,36,1,25784,22442,"sellToSystem(oil, 4000.0)",1187348.74,0.00,1187348.74,9
Бот 2,36,2,25784,22442,"sellToSystem(carbon-black, 1600.0)",1187348.74,0.00,1187348.74,9
Бот 2,36,3,25784,22442,"sellToSystem(ethylene, 395.2)",1187348.74,0.00,1187348.74,9
Бот 2,36,4,25784,22442,"sellToSystem(gasoline, 292.68)",1187348.74,0.00,1187348.74,9
Бот 2,36,5,25784,22442,"sellToSystem(methanol, 450.94)",1187348.74,0.00,1187348.74,9
Бот 1,37,1,15540,20365,"sellToSystem(iron-ore, 4000.0)",4160741.17,37763.20,4122977.97,6
Бот 2,37,1,19118,22346,buildFactory(oil-well),1205401.17,0.00,1205401.17,11
Бот 2,37,2,19118,22346,buildFactory(pvc-plant),1205401.17,0.00,1205401.17,11
Бот 1,38,1,20536,20344,"postSellOffer(pig-iron, 700, 9.0-10.0)",4105918.38,37574.39,4068343.99,6
Бот 1,38,2,20536,20344,"sellToSystem(iron-ore, 200000.0)",4105918.38,37574.39,4068343.99,6
Бот 2,38,1,12261,23076,"setWorkerCount(01M0ETYDW79QCB5JY1EZNZWH1K, 1)",1197168.33,0.00,1197168.33,11
Бот 2,38,2,12261,23076,"setWorkerCount(01M0ETYDW74QVHEMC95XKWPVHQ, 1)",1197168.33,0.00,1197168.33,11
Бот 1,39,1,7883,20586,"(skipped: setOverhaulRequested(01M0ET9W3CVSXD8NHDRDV4K9C3, ) — SetOverhaulRequested requires factoryId and enabled.)",4384236.53,37386.52,4346850.01,6
Бот 2,39,1,16366,23281,buildFactory(composite-plant),1177710.87,0.00,1177710.87,12
Бот 1,40,1,11010,20705,"setOverhaulRequested(01M0ET9W3CVSXD8NHDRDV4K9C3, True)",4315514.46,37199.58,4278314.88,6
Бот 1,40,2,11010,20705,"sellToSystem(coal-tar, 20000.0)",4315514.46,37199.58,4278314.88,6
Бот 1,40,3,11010,20705,"sellToSystem(quicklime, 5000.0)",4315514.46,37199.58,4278314.88,6
Бот 1,40,4,11010,20705,"sellToSystem(wire-rod, 3000.0)",4315514.46,37199.58,4278314.88,6
Бот 2,40,1,11091,23702,"setOverhaulRequested(01M0ETD8BRK8FZ7WGBNHVH2AG8, True)",1161339.41,0.00,1161339.41,12
Бот 2,40,2,11091,23702,"setWorkerCount(01M0EV05NG5VQH469Y9ZFQEJ6A, 1)",1161339.41,0.00,1161339.41,12
Бот 1,41,1,14747,20698,nop,4346763.61,37013.59,4309750.03,6
Бот 2,41,1,16495,23810,"sellToSystem(oil, 100000.00)",1139807.88,0.00,1139807.88,12
Бот 2,41,2,16495,23810,"sellToSystem(carbon-black, 10000.00)",1139807.88,0.00,1139807.88,12
Бот 2,41,3,16495,23810,"sellToSystem(ethylene, 3000.00)",1139807.88,0.00,1139807.88,12
Бот 2,41,4,16495,23810,"sellToSystem(gasoline, 1200.00)",1139807.88,0.00,1139807.88,12
Бот 2,41,5,16495,23810,"sellToSystem(paint, 300.00)",1139807.88,0.00,1139807.88,12
Бот 1,42,1,16652,20603,"sellToSystem(iron-ore, 4000.0)",4261703.48,36828.52,4224874.97,6
Бот 1,42,2,16652,20603,"sellToSystem(quicklime, 1000.0)",4261703.48,36828.52,4224874.97,6
Бот 1,42,3,16652,20603,"sellToSystem(coal-tar, 2000.0)",4261703.48,36828.52,4224874.97,6
Бот 1,42,4,16652,20603,"sellToSystem(wire-rod, 5000.0)",4261703.48,36828.52,4224874.97,6
Бот 2,42,1,9654,24048,"setOverhaulRequested(01M0ETF1XKZ2MN5W3KHVWEXN15, True)",1353146.35,0.00,1353146.35,12
Бот 1,43,1,14685,20782,"setOverhaulRequested(01M0ETFHQ2ZMZHV3ND8STRDGHN, True)",4218223.27,36644.38,4181578.89,6
Бот 1,43,2,14685,20782,"sellToSystem(iron-ore, 200000.0)",4218223.27,36644.38,4181578.89,6
Бот 1,43,3,14685,20782,"sellToSystem(quicklime, 10000.0)",4218223.27,36644.38,4181578.89,6
Бот 2,43,1,16873,23982,"sellToSystem(pvc-resin, 500)",1333885.64,0.00,1333885.64,12
Бот 1,44,1,16668,20710,"(skipped: setOverhaulRequested(01M0ET9W3CVSXD8NHDRDV4K9C3, True) — Factory '01M0ET9W3CVSXD8NHDRDV4K9C3' is already under repair.)",4508819.27,36461.15,4472358.11,6
Бот 1,44,2,16668,20710,"sellToSystem(coal-tar, 10000.0)",4508819.27,36461.15,4472358.11,6
Бот 1,44,3,16668,20710,"sellToSystem(quicklime, 5000.0)",4508819.27,36461.15,4472358.11,6
Бот 2,44,1,19374,23777,"sellToSystem(oil, 150000.0)",1318405.14,0.00,1318405.14,12
Бот 2,44,2,19374,23777,"sellToSystem(carbon-black, 7799.18)",1318405.14,0.00,1318405.14,12
Бот 2,44,3,19374,23777,"sellToSystem(ethylene, 1870.4)",1318405.14,0.00,1318405.14,12
Бот 2,44,4,19374,23777,"sellToSystem(gasoline, 1083.12)",1318405.14,0.00,1318405.14,12
Бот 2,44,5,19374,23777,"sellToSystem(paint, 148.8)",1318405.14,0.00,1318405.14,12
Бот 1,45,1,17044,20878,"sellToSystem(iron-ore, 300000.0)",4480507.71,36278.85,4444228.86,6
Бот 2,45,1,14330,23778,"sellToSystem(pvc-resin, 500)",1605232.78,0.00,1605232.78,12
Бот 1,46,1,19842,20924,"sellToSystem(iron-ore, 200000.0)",4917349.29,36097.45,4881251.84,6
Бот 1,46,2,19842,20924,"sellToSystem(coal-tar, 10000.0)",4917349.29,36097.45,4881251.84,6
Бот 1,46,3,19842,20924,"sellToSystem(quicklime, 5000.0)",4917349.29,36097.45,4881251.84,6
Бот 1,46,4,19842,20924,"sellToSystem(wire-rod, 3000.0)",4917349.29,36097.45,4881251.84,6
Бот 2,46,1,15878,23926,buildFactory(petrochemical-plant),1595394.79,0.00,1595394.79,13
Бот 1,47,1,18090,20927,"sellToSystem(iron-ore, 50000.0)",5274973.60,35916.97,5239056.64,6
Бот 2,47,1,17685,24042,"setWorkerCount(01M0EV05NG5VQH469Y9ZFQEJ6A, 1)",1576639.72,0.00,1576639.72,13
Бот 2,47,2,17685,24042,"setWorkerCount(01M0EV6QACTA8AX10ZKBFAQ7K8, 1)",1576639.72,0.00,1576639.72,13
Бот 2,47,3,17685,24042,"setRndCommitment(01M0EV6QACTA8AX10ZKBFAQ7K8, 200.00)",1576639.72,0.00,1576639.72,13
Бот 2,47,4,17685,24042,"sellToSystem(oil, 100000.00)",1576639.72,0.00,1576639.72,13
Бот 1,48,1,16590,21410,"sellToSystem(iron-ore, 200000.0)",5308749.29,35737.38,5273011.91,7
