bot,turn,action_index,response_time_ms,request_size_bytes,command,balance,debt,net_worth,factory_count
Бот 2,9,1,62511,15760,"buildFactory(blast-furnace, recipe=pig-iron-from-ore)",7507.55,1931.04,5576.51,7
Бот 2,9,2,62511,15760,"sellToSystem(iron-ore, 10000)",7507.55,1931.04,5576.51,7
Бот 2,9,3,62511,15760,"sellToSystem(coking-coal, 5000)",7507.55,1931.04,5576.51,7
Бот 2,9,4,62511,15760,"setRndCommitment(01M05Z23JCX01D75XYADCEVBMD, 200)",7507.55,1931.04,5576.51,7
Бот 2,9,5,62511,15760,setGenerationResearchCommitment(150),7507.55,1931.04,5576.51,7
Бот 3,9,1,57342,16355,"setWorkerCount(01M05ZMSNG00WXRV5SM0QZCT97, 5)",7429.66,14380.17,-6950.51,9
Бот 3,9,2,57342,16355,takeLoan(1400),7429.66,14380.17,-6950.51,9
Бот 3,9,3,57342,16355,buildFactory(fastener-plant),7429.66,14380.17,-6950.51,9
Бот 3,9,4,57342,16355,"sellToSystem(iron-ore, 10000)",7429.66,14380.17,-6950.51,9
Бот 3,9,5,57342,16355,"sellToSystem(coking-coal, 2000)",7429.66,14380.17,-6950.51,9
Бот 1,10,1,22761,12907,"sellToSystem(wire-rod, 450)",8642.92,1387.18,7255.74,2
Бот 1,10,2,22761,12907,"sellToSystem(scrap-metal, 253.62)",8642.92,1387.18,7255.74,2
Бот 2,10,1,65166,16393,"setWorkerCount(01M05ZQC8T93HYQTE4F7MQETZB, 5)",11852.12,1921.39,9930.73,8
Бот 2,10,2,65166,16393,"buildFactory(fastener-plant, recipe=fasteners-from-wire-rod)",11852.12,1921.39,9930.73,8
Бот 2,10,3,65166,16393,"sellToSystem(scrap-metal, 1322.7)",11852.12,1921.39,9930.73,8
Бот 2,10,4,65166,16393,"setRndCommitment(01M05Z23JCX01D75XYADCEVBMD, 200)",11852.12,1921.39,9930.73,8
Бот 2,10,5,65166,16393,setGenerationResearchCommitment(150),11852.12,1921.39,9930.73,8
Бот 3,10,1,56521,17493,"setWorkerCount(01M05ZS48TAVQQ8PPC1JRF2DF2, 5)",1266.66,15708.27,-14441.61,10
Бот 3,10,2,56521,17493,takeLoan(3200),1266.66,15708.27,-14441.61,10
Бот 3,10,3,56521,17493,buildFactory(oxygen-converter),1266.66,15708.27,-14441.61,10
Бот 3,10,4,56521,17493,"sellToSystem(pig-iron, 3500)",1266.66,15708.27,-14441.61,10
Бот 3,10,5,56521,17493,"sellToSystem(coke, 4000)",1266.66,15708.27,-14441.61,10
Бот 1,11,1,23299,13152,"sellToSystem(wire-rod, 450)",10446.75,1380.24,9066.51,2
Бот 1,11,2,23299,13152,"sellToSystem(scrap-metal, 232.56)",10446.75,1380.24,9066.51,2
Бот 2,11,1,65916,17316,"setWorkerCount(01M05ZVT4T5HV9RJ6F6DKA10AA, 5)",6329.90,1911.78,4418.12,8
Бот 2,11,2,65916,17316,"sellToSystem(pig-iron, 2000)",6329.90,1911.78,4418.12,8
Бот 2,11,3,65916,17316,"sellToSystem(iron-ore, 10000)",6329.90,1911.78,4418.12,8
Бот 2,11,4,65916,17316,"setRndCommitment(01M05Z23JCX01D75XYADCEVBMD, 200)",6329.90,1911.78,4418.12,8
Бот 2,11,5,65916,17316,setGenerationResearchCommitment(150),6329.90,1911.78,4418.12,8
Бот 3,11,1,60511,18374,"setWorkerCount(01M05ZXHB82NXATETCPKWJQQ6Q, 5)",11979.69,18829.73,-6850.04,11
Бот 3,11,2,60511,18374,takeLoan(4200.0),11979.69,18829.73,-6850.04,11
Бот 3,11,3,60511,18374,buildFactory(billet-caster),11979.69,18829.73,-6850.04,11
Бот 3,11,4,60511,18374,"sellToSystem(fasteners, 5850)",11979.69,18829.73,-6850.04,11
Бот 3,11,5,60511,18374,"sellToSystem(cast-iron, 900)",11979.69,18829.73,-6850.04,11
Бот 1,12,1,29985,13155,"sellToSystem(wire-rod, 450)",12070.25,1373.34,10696.91,3
Бот 1,12,2,29985,13155,"sellToSystem(scrap-metal, 206.82)",12070.25,1373.34,10696.91,3
Бот 1,12,3,29985,13155,buildFactory(iron-mine),12070.25,1373.34,10696.91,3
Бот 2,12,1,63294,17584,"sellToSystem(fasteners, 5850)",19162.46,1902.22,17260.24,8
Бот 2,12,2,63294,17584,"sellToSystem(pig-iron, 5950)",19162.46,1902.22,17260.24,8
Бот 2,12,3,63294,17584,"sellToSystem(iron-ore, 22153)",19162.46,1902.22,17260.24,8
Бот 2,12,4,63294,17584,"sellToSystem(limestone, 7615)",19162.46,1902.22,17260.24,8
Бот 2,12,5,63294,17584,setGenerationResearchCommitment(150),19162.46,1902.22,17260.24,8
Бот 3,12,1,66528,18817,"setWorkerCount(01M06023JKEYD2EXWN3NB4NC9R, 5)",53358.58,22935.58,30423.00,12
Бот 3,12,2,66528,18817,takeLoan(4200.0),53358.58,22935.58,30423.00,12
Бот 3,12,3,66528,18817,"buildFactory(slab-caster, recipe=slab-from-crude-steel)",53358.58,22935.58,30423.00,12
Бот 3,12,4,66528,18817,"sellToSystem(fasteners, 5850)",53358.58,22935.58,30423.00,12
Бот 3,12,5,66528,18817,"sellToSystem(cast-iron, 450)",53358.58,22935.58,30423.00,12
Бот 1,13,1,34869,13429,"sellToSystem(wire-rod, 443.7)",14474.98,1366.47,13108.51,3
Бот 1,13,2,34869,13429,"sellToSystem(scrap-metal, 189)",14474.98,1366.47,13108.51,3
Бот 1,13,3,34869,13429,"setWorkerCount(01M06030VQ9RYG7D3KB9V4PAM9, 3)",14474.98,1366.47,13108.51,3
Бот 2,13,1,61254,17749,"sellToSystem(coke, 11445)",116993.84,1892.71,115101.13,8
Бот 2,13,2,61254,17749,"sellToSystem(coking-coal, 9415)",116993.84,1892.71,115101.13,8
Бот 2,13,3,61254,17749,"sellToSystem(pig-iron, 3975)",116993.84,1892.71,115101.13,8
Бот 2,13,4,61254,17749,"sellToSystem(wire-rod, 3352.05)",116993.84,1892.71,115101.13,8
Бот 2,13,5,61254,17749,setGenerationResearchCommitment(150),116993.84,1892.71,115101.13,8
Бот 3,13,1,69460,19660,"setWorkerCount(01M0606ZMXCMTEDG767N82P3DG, 5)",79517.79,27020.90,52496.89,13
Бот 3,13,2,69460,19660,takeLoan(5200.0),79517.79,27020.90,52496.89,13
Бот 3,13,3,69460,19660,"buildFactory(hot-rolling-mill, recipe=hot-rolled-sheet-from-slab)",79517.79,27020.90,52496.89,13
Бот 3,13,4,69460,19660,"sellToSystem(pig-iron, 5000)",79517.79,27020.90,52496.89,13
Бот 3,13,5,69460,19660,"sellToSystem(crude-steel, 2000)",79517.79,27020.90,52496.89,13
Бот 1,14,1,33818,13646,"sellToSystem(wire-rod, 435.6)",16790.32,1359.64,15430.67,3
Бот 1,14,2,33818,13646,"sellToSystem(scrap-metal, 170.1)",16790.32,1359.64,15430.67,3
Бот 1,14,3,33818,13646,"sellToSystem(iron-ore, 4962)",16790.32,1359.64,15430.67,3
Бот 2,14,1,59796,17816,"sellToSystem(fasteners, 11700)",187832.63,1883.25,185949.38,8
Бот 2,14,2,59796,17816,"sellToSystem(pig-iron, 3975)",187832.63,1883.25,185949.38,8
Бот 2,14,3,59796,17816,"sellToSystem(iron-ore, 2248.7)",187832.63,1883.25,185949.38,8
Бот 2,14,4,59796,17816,"sellToSystem(limestone, 2615)",187832.63,1883.25,185949.38,8
Бот 2,14,5,59796,17816,setGenerationResearchCommitment(150),187832.63,1883.25,185949.38,8
Бот 3,14,1,69990,20117,"setWorkerCount(01M060C1BRMHTQE6YJ1PJN5570, 5)",113492.33,32085.80,81406.53,13
Бот 3,14,2,69990,20117,"sellToSystem(fasteners, 11700)",113492.33,32085.80,81406.53,13
Бот 3,14,3,69990,20117,"sellToSystem(billet, 2050)",113492.33,32085.80,81406.53,13
Бот 3,14,4,69990,20117,takeLoan(6800.0),113492.33,32085.80,81406.53,13
Бот 3,14,5,69990,20117,"(skipped: buildFactory(cold-rolling-mill, recipe=cold-rolled-sheet-from-hot-rolled-sheet) — Factory definition 'cold-rolling-mill' requires generation 6, but team has only unlocked generation 5. (Parameter 'factoryDefinitionId'))",113492.33,32085.80,81406.53,13
Бот 1,15,1,25596,13786,"(skipped: buildFactory(blast-furnace) — Factory definition 'blast-furnace' requires generation 2, but team has only unlocked generation 1. (Parameter 'factoryDefinitionId'))",32401.88,1352.84,31049.04,3
Бот 1,15,2,25596,13786,setGenerationResearchCommitment(1575.00),32401.88,1352.84,31049.04,3
Бот 2,15,1,60500,17841,"sellToSystem(fasteners, 5850)",300664.68,1873.83,298790.85,8
Бот 2,15,2,60500,17841,"sellToSystem(pig-iron, 3975)",300664.68,1873.83,298790.85,8
Бот 2,15,3,60500,17841,"sellToSystem(iron-ore, 719.12)",300664.68,1873.83,298790.85,8
Бот 2,15,4,60500,17841,"sellToSystem(limestone, 1307.5)",300664.68,1873.83,298790.85,8
Бот 2,15,5,60500,17841,setGenerationResearchCommitment(150),300664.68,1873.83,298790.85,8
Бот 3,15,1,68071,20456,takeLoan(5200.0),210684.50,38725.37,171959.13,14
Бот 3,15,2,68071,20456,"buildFactory(bar-mill, recipe=forging-bar-from-billet)",210684.50,38725.37,171959.13,14
Бот 3,15,3,68071,20456,"sellToSystem(fasteners, 5850)",210684.50,38725.37,171959.13,14
Бот 3,15,4,68071,20456,"sellToSystem(cast-iron, 1350)",210684.50,38725.37,171959.13,14
Бот 3,15,5,68071,20456,"sellToSystem(hot-rolled-sheet, 500)",210684.50,38725.37,171959.13,14
Бот 1,16,1,52676,14459,buildFactory(blast-furnace),24887.17,1346.08,23541.09,7
Бот 1,16,2,52676,14459,buildFactory(coal-mine),24887.17,1346.08,23541.09,7
Бот 1,16,3,52676,14459,buildFactory(coking-plant),24887.17,1346.08,23541.09,7
Бот 1,16,4,52676,14459,buildFactory(fastener-plant),24887.17,1346.08,23541.09,7
Бот 1,16,5,52676,14459,"sellToSystem(iron-ore, 4962)",24887.17,1346.08,23541.09,7
Бот 2,16,1,61042,18046,"sellToSystem(fasteners, 5850)",376951.93,1864.46,375087.47,8
Бот 2,16,2,61042,18046,"sellToSystem(pig-iron, 3975)",376951.93,1864.46,375087.47,8
Бот 2,16,3,61042,18046,"sellToSystem(iron-ore, 404.86)",376951.93,1864.46,375087.47,8
Бот 2,16,4,61042,18046,"sellToSystem(limestone, 1272.5)",376951.93,1864.46,375087.47,8
Бот 2,16,5,61042,18046,setGenerationResearchCommitment(150),376951.93,1864.46,375087.47,8
Бот 3,16,1,78280,21151,"setWorkerCount(01M060NQPS1AKDQCHP4ZYC6YY8, 5)",272020.75,43731.74,228289.01,14
Бот 3,16,2,78280,21151,"setRndCommitment(01M05ZGW1HHRE27P4ABD79678C, 200)",272020.75,43731.74,228289.01,14
Бот 3,16,3,78280,21151,"setRndCommitment(01M05ZXHB82NXATETCPKWJQQ6Q, 200)",272020.75,43731.74,228289.01,14
Бот 3,16,4,78280,21151,"sellToSystem(fasteners, 5850)",272020.75,43731.74,228289.01,14
Бот 3,16,5,78280,21151,"sellToSystem(billet, 1025)",272020.75,43731.74,228289.01,14
Бот 1,17,1,65886,15983,"setWorkerCount(01M060QB5255ZXRHVHE6RWEPG2, 3)",39621.38,1339.35,38282.03,7
Бот 1,17,2,65886,15983,"setWorkerCount(01M060QB52XYVWYZHR23HMZSTD, 3)",39621.38,1339.35,38282.03,7
Бот 1,17,3,65886,15983,"setWorkerCount(01M060QB52BZ2YNJF2CY97V75Q, 3)",39621.38,1339.35,38282.03,7
Бот 1,17,4,65886,15983,"setWorkerCount(01M060QB52WNCK0T7JXRP68YVP, 3)",39621.38,1339.35,38282.03,7
Бот 1,17,5,65886,15983,"sellToSystem(scrap-metal, 386.1)",39621.38,1339.35,38282.03,7
Бот 2,17,1,60059,17951,"sellToSystem(fasteners, 5850)",455312.71,1855.14,453457.57,8
Бот 2,17,2,60059,17951,"sellToSystem(pig-iron, 3975)",455312.71,1855.14,453457.57,8
Бот 2,17,3,60059,17951,"sellToSystem(iron-ore, 57.52)",455312.71,1855.14,453457.57,8
Бот 2,17,4,60059,17951,"sellToSystem(limestone, 1227.5)",455312.71,1855.14,453457.57,8
Бот 2,17,5,60059,17951,setGenerationResearchCommitment(150),455312.71,1855.14,453457.57,8
Бот 3,17,1,70648,21388,"sellToSystem(fasteners, 5850)",311219.71,43513.08,267706.62,14
Бот 3,17,2,70648,21388,"sellToSystem(billet, 1262.5)",311219.71,43513.08,267706.62,14
Бот 3,17,3,70648,21388,"sellToSystem(hot-rolled-sheet, 1000)",311219.71,43513.08,267706.62,14
Бот 3,17,4,70648,21388,"sellToSystem(slab, 1165)",311219.71,43513.08,267706.62,14
Бот 3,17,5,70648,21388,"sellToSystem(crude-steel, 3721.75)",311219.71,43513.08,267706.62,14
Бот 1,18,1,57795,16478,"sellToSystem(fasteners, 3510)",36834.57,1332.65,35501.92,7
Бот 1,18,2,57795,16478,"sellToSystem(coke, 1860)",36834.57,1332.65,35501.92,7
Бот 1,18,3,57795,16478,"sellToSystem(wire-rod, 1449.9)",36834.57,1332.65,35501.92,7
Бот 1,18,4,57795,16478,"sellToSystem(coking-coal, 837)",36834.57,1332.65,35501.92,7
Бот 1,18,5,57795,16478,"sellToSystem(scrap-metal, 83.7)",36834.57,1332.65,35501.92,7
Бот 2,18,1,62635,18476,"sellToSystem(fasteners, 5850)",536874.82,1845.86,535028.95,8
Бот 2,18,2,62635,18476,"sellToSystem(pig-iron, 3773.19)",536874.82,1845.86,535028.95,8
Бот 2,18,3,62635,18476,"sellToSystem(coking-coal, 6058.95)",536874.82,1845.86,535028.95,8
Бот 2,18,4,62635,18476,"sellToSystem(coke, 3138.09)",536874.82,1845.86,535028.95,8
Бот 2,18,5,62635,18476,setGenerationResearchCommitment(150),536874.82,1845.86,535028.95,8
Бот 3,18,1,70571,21418,"sellToSystem(fasteners, 5768.1)",467805.38,43295.52,424509.86,14
Бот 3,18,2,70571,21418,"sellToSystem(forging-bar, 1500)",467805.38,43295.52,424509.86,14
Бот 3,18,3,70571,21418,"sellToSystem(billet, 237.5)",467805.38,43295.52,424509.86,14
Бот 3,18,4,70571,21418,"sellToSystem(cast-iron, 1329.3)",467805.38,43295.52,424509.86,14
Бот 3,18,5,70571,21418,"sellToSystem(crude-steel, 534.5)",467805.38,43295.52,424509.86,14
Бот 1,19,1,39774,17141,buildFactory(oxygen-converter),86703.88,1325.99,85377.89,10
Бот 1,19,2,39774,17141,buildFactory(foundry-cupola),86703.88,1325.99,85377.89,10
Бот 1,19,3,39774,17141,buildFactory(engine-block-foundry),86703.88,1325.99,85377.89,10
Бот 2,19,1,62708,18424,"sellToSystem(fasteners, 5768.1)",634132.40,1836.63,632295.77,8
Бот 2,19,2,62708,18424,"sellToSystem(pig-iron, 3514.75)",634132.40,1836.63,632295.77,8
Бот 2,19,3,62708,18424,"sellToSystem(wire-rod, 2544.05)",634132.40,1836.63,632295.77,8
Бот 2,19,4,62708,18424,"sellToSystem(limestone, 2478.62)",634132.40,1836.63,632295.77,8
Бот 2,19,5,62708,18424,setGenerationResearchCommitment(150),634132.40,1836.63,632295.77,8
Бот 3,19,1,70431,22000,"sellToSystem(fasteners, 5662.8)",581092.64,43079.04,538013.60,14
Бот 3,19,2,70431,22000,"sellToSystem(forging-bar, 750)",581092.64,43079.04,538013.60,14
Бот 3,19,3,70431,22000,"sellToSystem(hot-rolled-sheet, 1000)",581092.64,43079.04,538013.60,14
Бот 3,19,4,70431,22000,"sellToSystem(slab, 320)",581092.64,43079.04,538013.60,14
Бот 3,19,5,70431,22000,"sellToSystem(cast-iron, 425.7)",581092.64,43079.04,538013.60,14
Бот 1,20,1,65755,17840,"setWorkerCount(01M0618MKWCWCF5G3A43731VFK, 3)",81027.01,1319.36,79707.65,10
Бот 1,20,2,65755,17840,"setWorkerCount(01M0618MKWHZ0GRQBBA5ZDC30F, 3)",81027.01,1319.36,79707.65,10
Бот 1,20,3,65755,17840,"setWorkerCount(01M0618MKWS88V0FPTKZ07QACX, 3)",81027.01,1319.36,79707.65,10
Бот 1,20,4,65755,17840,"sellToSystem(fasteners, 7020)",81027.01,1319.36,79707.65,10
Бот 1,20,5,65755,17840,"sellToSystem(coke, 3720)",81027.01,1319.36,79707.65,10
Бот 2,20,1,59916,18374,"buildFactory(foundry-cupola, recipe=cast-iron-from-pig-iron)",735416.38,1827.45,733588.93,10
Бот 2,20,2,59916,18374,"buildFactory(oxygen-converter, recipe=crude-steel-from-pig-iron)",735416.38,1827.45,733588.93,10
Бот 2,20,3,59916,18374,"setRndCommitment(01M05Z23JCX01D75XYADCEVBMD, 200)",735416.38,1827.45,733588.93,10
Бот 2,20,4,59916,18374,setGenerationResearchCommitment(150),735416.38,1827.45,733588.93,10
Бот 3,20,1,72189,21976,"sellToSystem(fasteners, 5534.1)",689356.44,42863.65,646492.79,14
Бот 3,20,2,72189,21976,"sellToSystem(wire-rod, 5474.25)",689356.44,42863.65,646492.79,14
Бот 3,20,3,72189,21976,"sellToSystem(pig-iron, 9742.25)",689356.44,42863.65,646492.79,14
Бот 3,20,4,72189,21976,"sellToSystem(coke, 9230.65)",689356.44,42863.65,646492.79,14
Бот 3,20,5,72189,21976,"sellToSystem(coking-coal, 11666.32)",689356.44,42863.65,646492.79,14
Бот 1,21,1,60182,18329,"sellToSystem(iron-ore, 29702.53)",165374.99,1312.76,164062.22,10
Бот 1,21,2,60182,18329,"sellToSystem(fasteners, 3510)",165374.99,1312.76,164062.22,10
Бот 1,21,3,60182,18329,"sellToSystem(coke, 1860)",165374.99,1312.76,164062.22,10
Бот 1,21,4,60182,18329,"sellToSystem(coking-coal, 2511)",165374.99,1312.76,164062.22,10
Бот 1,21,5,60182,18329,"sellToSystem(wire-rod, 519.3)",165374.99,1312.76,164062.22,10
Бот 2,21,1,66208,18990,"setWorkerCount(01M061GHCNG9K1202SJXKM92M8, 5)",731360.97,1818.31,729542.65,10
Бот 2,21,2,66208,18990,"setWorkerCount(01M061GHCN008MHTAFN3381WNR, 5)",731360.97,1818.31,729542.65,10
Бот 2,21,3,66208,18990,"sellToSystem(fasteners, 11196.9)",731360.97,1818.31,729542.65,10
Бот 2,21,4,66208,18990,"sellToSystem(pig-iron, 6171.49)",731360.97,1818.31,729542.65,10
Бот 2,21,5,66208,18990,setGenerationResearchCommitment(150),731360.97,1818.31,729542.65,10
Бот 3,21,1,80681,22378,"buildFactory(cold-rolling-mill, recipe=cold-rolled-sheet-from-hot-rolled-sheet)",868123.16,42649.33,825473.83,17
Бот 3,21,2,80681,22378,"buildFactory(forge-shop, recipe=forged-blanks-from-forging-bar)",868123.16,42649.33,825473.83,17
Бот 3,21,3,80681,22378,"buildFactory(engine-block-foundry, recipe=engine-block-castings-from-cast-iron)",868123.16,42649.33,825473.83,17
Бот 3,21,4,80681,22378,"sellToSystem(fasteners, 5382)",868123.16,42649.33,825473.83,17
Бот 3,21,5,80681,22378,"sellToSystem(iron-ore, 26021.16)",868123.16,42649.33,825473.83,17
Бот 1,22,1,60847,19013,"sellToSystem(iron-ore, 4803.22)",348103.70,1306.20,346797.51,10
Бот 1,22,2,60847,19013,"sellToSystem(fasteners, 3510)",348103.70,1306.20,346797.51,10
Бот 1,22,3,60847,19013,"sellToSystem(coke, 1860)",348103.70,1306.20,346797.51,10
Бот 1,22,4,60847,19013,"sellToSystem(coking-coal, 837)",348103.70,1306.20,346797.51,10
