bot,turn,action_index,response_time_ms,request_size_bytes,command,balance,debt,net_worth,factory_count
Бот 1,12,5,76308,20635,"sellToSystem(wire-rod, 750)",52726.18,4367.49,48358.69,7
Бот 1,12,6,76308,20635,"sellToSystem(scrap-metal, 345)",52726.18,4367.49,48358.69,7
Бот 1,12,7,76308,20635,"sellToSystem(limestone, 2500)",52726.18,4367.49,48358.69,7
Бот 1,13,1,70818,20923,"sellToSystem(iron-ore, 4000)",71488.08,4345.66,67142.43,7
Бот 1,13,2,70818,20923,"sellToSystem(coke, 1400)",71488.08,4345.66,67142.43,7
Бот 1,13,3,70818,20923,"sellToSystem(coking-coal, 1395)",71488.08,4345.66,67142.43,7
Бот 1,13,4,70818,20923,"sellToSystem(wire-rod, 739)",71488.08,4345.66,67142.43,7
Бот 1,13,5,70818,20923,"sellToSystem(scrap-metal, 315)",71488.08,4345.66,67142.43,7
Бот 1,13,6,70818,20923,"sellToSystem(limestone, 1307)",71488.08,4345.66,67142.43,7
Бот 1,13,7,70818,20923,"sellToSystem(pig-iron, 3975)",71488.08,4345.66,67142.43,7
Бот 1,13,8,70818,20923,setGenerationResearchCommitment(1575),71488.08,4345.66,67142.43,7
Бот 1,14,1,74222,21623,"sellToSystem(iron-ore, 4000)",110616.19,4323.93,106292.26,7
Бот 1,14,2,74222,21623,"sellToSystem(coke, 1400)",110616.19,4323.93,106292.26,7
Бот 1,14,3,74222,21623,"sellToSystem(coking-coal, 1395)",110616.19,4323.93,106292.26,7
Бот 1,14,4,74222,21623,"sellToSystem(wire-rod, 726)",110616.19,4323.93,106292.26,7
Бот 1,14,5,74222,21623,"sellToSystem(scrap-metal, 283)",110616.19,4323.93,106292.26,7
Бот 1,14,6,74222,21623,"sellToSystem(limestone, 1308)",110616.19,4323.93,106292.26,7
Бот 1,14,7,74222,21623,"sellToSystem(pig-iron, 3975)",110616.19,4323.93,106292.26,7
Бот 1,14,8,74222,21623,setGenerationResearchCommitment(1575),110616.19,4323.93,106292.26,7
Бот 1,15,1,76191,21775,"sellToSystem(iron-ore, 4000)",155776.12,4302.31,151473.82,7
Бот 1,15,2,76191,21775,"sellToSystem(coke, 1400)",155776.12,4302.31,151473.82,7
Бот 1,15,3,76191,21775,"sellToSystem(coking-coal, 1395)",155776.12,4302.31,151473.82,7
Бот 1,15,4,76191,21775,"sellToSystem(wire-rod, 710)",155776.12,4302.31,151473.82,7
Бот 1,15,5,76191,21775,"sellToSystem(scrap-metal, 250)",155776.12,4302.31,151473.82,7
Бот 1,15,6,76191,21775,"sellToSystem(limestone, 1307)",155776.12,4302.31,151473.82,7
Бот 1,15,7,76191,21775,"sellToSystem(pig-iron, 3975)",155776.12,4302.31,151473.82,7
Бот 1,15,8,76191,21775,setGenerationResearchCommitment(1575),155776.12,4302.31,151473.82,7
Бот 1,16,1,88269,22151,"sellToSystem(iron-ore, 33245.68)",206629.38,4280.80,202348.58,7
Бот 1,16,2,88269,22151,"sellToSystem(coke, 5416.6)",206629.38,4280.80,202348.58,7
Бот 1,16,3,88269,22151,"sellToSystem(coking-coal, 1266.66)",206629.38,4280.80,202348.58,7
Бот 1,16,4,88269,22151,"sellToSystem(limestone, 1308)",206629.38,4280.80,202348.58,7
Бот 1,16,5,88269,22151,"sellToSystem(pig-iron, 3975)",206629.38,4280.80,202348.58,7
Бот 1,16,6,88269,22151,"sellToSystem(wire-rod, 690)",206629.38,4280.80,202348.58,7
Бот 1,16,7,88269,22151,"sellToSystem(scrap-metal, 215.8)",206629.38,4280.80,202348.58,7
Бот 1,16,8,88269,22151,setGenerationResearchCommitment(1575),206629.38,4280.80,202348.58,7
Бот 1,17,1,110762,22774,"sellToSystem(pig-iron, 3975)",330631.61,4259.39,326372.22,8
Бот 1,17,2,110762,22774,"sellToSystem(wire-rod, 667.5)",330631.61,4259.39,326372.22,8
Бот 1,17,3,110762,22774,"sellToSystem(coke, 615.8)",330631.61,4259.39,326372.22,8
Бот 1,17,4,110762,22774,"sellToSystem(coking-coal, 1217.37)",330631.61,4259.39,326372.22,8
Бот 1,17,5,110762,22774,"sellToSystem(limestone, 1307.5)",330631.61,4259.39,326372.22,8
Бот 1,17,6,110762,22774,"sellToSystem(scrap-metal, 178.2)",330631.61,4259.39,326372.22,8
Бот 1,17,7,110762,22774,buildFactory(oxygen-converter),330631.61,4259.39,326372.22,8
Бот 1,17,8,110762,22774,setGenerationResearchCommitment(1575),330631.61,4259.39,326372.22,8
Бот 1,18,1,95546,23119,"setWorkerCount(01M0DPDMWJNWF8QJK360REZKHP, 5)",373047.12,4238.10,368809.03,8
Бот 1,18,2,95546,23119,"sellToSystem(pig-iron, 3809.14)",373047.12,4238.10,368809.03,8
Бот 1,18,3,95546,23119,"sellToSystem(coke, 647.12)",373047.12,4238.10,368809.03,8
Бот 1,18,4,95546,23119,"sellToSystem(coking-coal, 1162.5)",373047.12,4238.10,368809.03,8
Бот 1,18,5,95546,23119,"sellToSystem(limestone, 1322.26)",373047.12,4238.10,368809.03,8
Бот 1,18,6,95546,23119,"sellToSystem(scrap-metal, 139.5)",373047.12,4238.10,368809.03,8
Бот 1,18,7,95546,23119,"sellToSystem(wire-rod, 642)",373047.12,4238.10,368809.03,8
Бот 1,18,8,95546,23119,setGenerationResearchCommitment(1575),373047.12,4238.10,368809.03,8
Бот 1,19,1,92264,23440,"sellToSystem(crude-steel, 2330)",417029.51,4216.91,412812.60,8
Бот 1,19,2,92264,23440,"sellToSystem(pig-iron, 951.75)",417029.51,4216.91,412812.60,8
Бот 1,19,3,92264,23440,"sellToSystem(coke, 743.15)",417029.51,4216.91,412812.60,8
Бот 1,19,4,92264,23440,"sellToSystem(coking-coal, 1102.05)",417029.51,4216.91,412812.60,8
Бот 1,19,5,92264,23440,"sellToSystem(limestone, 1365.58)",417029.51,4216.91,412812.60,8
Бот 1,19,6,92264,23440,"sellToSystem(wire-rod, 613.5)",417029.51,4216.91,412812.60,8
Бот 1,19,7,92264,23440,"sellToSystem(scrap-metal, 99)",417029.51,4216.91,412812.60,8
Бот 1,19,8,92264,23440,setGenerationResearchCommitment(1575),417029.51,4216.91,412812.60,8
Бот 1,20,1,100162,23515,"sellToSystem(crude-steel, 2330)",480474.20,4195.82,476278.37,8
Бот 1,20,2,100162,23515,"sellToSystem(pig-iron, 672.64)",480474.20,4195.82,476278.37,8
Бот 1,20,3,100162,23515,"sellToSystem(coke, 817.62)",480474.20,4195.82,476278.37,8
Бот 1,20,4,100162,23515,"sellToSystem(coking-coal, 1036.02)",480474.20,4195.82,476278.37,8
Бот 1,20,5,100162,23515,"sellToSystem(limestone, 1394.31)",480474.20,4195.82,476278.37,8
Бот 1,20,6,100162,23515,"sellToSystem(wire-rod, 582)",480474.20,4195.82,476278.37,8
Бот 1,20,7,100162,23515,"sellToSystem(scrap-metal, 56.7)",480474.20,4195.82,476278.37,8
Бот 1,20,8,100162,23515,setGenerationResearchCommitment(1575),480474.20,4195.82,476278.37,8
Бот 1,21,1,114527,23776,"sellToSystem(crude-steel, 2330)",545053.33,4174.84,540878.49,8
Бот 1,21,2,114527,23776,"sellToSystem(pig-iron, 372.85)",545053.33,4174.84,540878.49,8
Бот 1,21,3,114527,23776,"sellToSystem(coke, 892.09)",545053.33,4174.84,540878.49,8
Бот 1,21,4,114527,23776,"sellToSystem(coking-coal, 964.41)",545053.33,4174.84,540878.49,8
Бот 1,21,5,114527,23776,"sellToSystem(limestone, 1419.25)",545053.33,4174.84,540878.49,8
Бот 1,21,6,114527,23776,"sellToSystem(wire-rod, 547.5)",545053.33,4174.84,540878.49,8
Бот 1,21,7,114527,23776,"sellToSystem(scrap-metal, 12.6)",545053.33,4174.84,540878.49,8
Бот 1,21,8,114527,23776,setGenerationResearchCommitment(1575),545053.33,4174.84,540878.49,8
Бот 1,22,1,96090,23812,"sellToSystem(crude-steel, 2330)",608651.60,4153.97,604497.63,8
Бот 1,22,2,96090,23812,"sellToSystem(coke, 966.57)",608651.60,4153.97,604497.63,8
Бот 1,22,3,96090,23812,"sellToSystem(coking-coal, 887.22)",608651.60,4153.97,604497.63,8
Бот 1,22,4,96090,23812,"sellToSystem(limestone, 1440.38)",608651.60,4153.97,604497.63,8
Бот 1,22,5,96090,23812,"sellToSystem(pig-iron, 52.39)",608651.60,4153.97,604497.63,8
Бот 1,22,6,96090,23812,"sellToSystem(wire-rod, 493.35)",608651.60,4153.97,604497.63,8
Бот 1,22,7,96090,23812,setGenerationResearchCommitment(1575),608651.60,4153.97,604497.63,8
Бот 1,23,1,101893,24562,"sellToSystem(crude-steel, 2067.5)",670588.44,4133.20,666455.25,8
Бот 1,23,2,101893,24562,"sellToSystem(coke, 1041.05)",670588.44,4133.20,666455.25,8
Бот 1,23,3,101893,24562,"sellToSystem(coking-coal, 804.45)",670588.44,4133.20,666455.25,8
Бот 1,23,4,101893,24562,"sellToSystem(limestone, 1457.73)",670588.44,4133.20,666455.25,8
Бот 1,23,5,101893,24562,"sellToSystem(wire-rod, 429)",670588.44,4133.20,666455.25,8
Бот 1,23,6,101893,24562,setGenerationResearchCommitment(1575),670588.44,4133.20,666455.25,8
Бот 1,24,1,136817,24980,"setOverhaulRequested(01M0DNDGM8MPDG28ETF21AC1T6, True)",730752.52,4112.53,726639.99,8
Бот 1,24,2,136817,24980,"setOverhaulRequested(01M0DNDGMA71S0Z9YTVSQCMSB0, True)",730752.52,4112.53,726639.99,8
Бот 1,24,3,136817,24980,"sellToSystem(crude-steel, 1738.58)",730752.52,4112.53,726639.99,8
Бот 1,24,4,136817,24980,"sellToSystem(coke, 1115.54)",730752.52,4112.53,726639.99,8
Бот 1,24,5,136817,24980,"sellToSystem(coking-coal, 716.1)",730752.52,4112.53,726639.99,8
Бот 1,24,6,136817,24980,"sellToSystem(limestone, 1471.27)",730752.52,4112.53,726639.99,8
Бот 1,24,7,136817,24980,"sellToSystem(wire-rod, 360.75)",730752.52,4112.53,726639.99,8
Бот 1,24,8,136817,24980,setGenerationResearchCommitment(1575),730752.52,4112.53,726639.99,8
Бот 1,25,1,103311,24594,"sellToSystem(crude-steel, 2330)",787926.08,4091.97,783834.11,8
Бот 1,25,2,103311,24594,"sellToSystem(pig-iron, 538.25)",787926.08,4091.97,783834.11,8
Бот 1,25,3,103311,24594,"sellToSystem(coke, 247.25)",787926.08,4091.97,783834.11,8
Бот 1,25,4,103311,24594,"sellToSystem(coking-coal, 622.17)",787926.08,4091.97,783834.11,8
Бот 1,25,5,103311,24594,"sellToSystem(limestone, 1009.63)",787926.08,4091.97,783834.11,8
Бот 1,25,6,103311,24594,"sellToSystem(scrap-metal, 411)",787926.08,4091.97,783834.11,8
Бот 1,25,7,103311,24594,"sellToSystem(wire-rod, 379.5)",787926.08,4091.97,783834.11,8
Бот 1,25,8,103311,24594,setGenerationResearchCommitment(1575),787926.08,4091.97,783834.11,8
Бот 1,26,1,100611,24714,"sellToSystem(crude-steel, 2297.38)",854460.50,4071.51,850388.99,8
Бот 1,26,2,100611,24714,"sellToSystem(pig-iron, 574.13)",854460.50,4071.51,850388.99,8
Бот 1,26,3,100611,24714,"sellToSystem(coking-coal, 522.66)",854460.50,4071.51,850388.99,8
Бот 1,26,4,100611,24714,"sellToSystem(limestone, 894.63)",854460.50,4071.51,850388.99,8
Бот 1,26,5,100611,24714,"sellToSystem(scrap-metal, 510)",854460.50,4071.51,850388.99,8
Бот 1,26,6,100611,24714,"sellToSystem(wire-rod, 330)",854460.50,4071.51,850388.99,8
Бот 1,26,7,100611,24714,"sellToSystem(coke, 79.85)",854460.50,4071.51,850388.99,8
Бот 1,26,8,100611,24714,setGenerationResearchCommitment(1575),854460.50,4071.51,850388.99,8
Бот 1,27,1,94167,24889,"setOverhaulRequested(01M0DNG3F8WC0SQSQPBTD8CD9E, True)",915591.09,4051.15,911539.93,8
Бот 1,27,2,94167,24889,"sellToSystem(crude-steel, 2255.44)",915591.09,4051.15,911539.93,8
Бот 1,27,3,94167,24889,"sellToSystem(pig-iron, 453.68)",915591.09,4051.15,911539.93,8
Бот 1,27,4,94167,24889,"sellToSystem(coking-coal, 417.57)",915591.09,4051.15,911539.93,8
Бот 1,27,5,94167,24889,"sellToSystem(limestone, 819.6)",915591.09,4051.15,911539.93,8
Бот 1,27,6,94167,24889,"sellToSystem(scrap-metal, 615)",915591.09,4051.15,911539.93,8
Бот 1,27,7,94167,24889,"sellToSystem(wire-rod, 277.5)",915591.09,4051.15,911539.93,8
Бот 1,27,8,94167,24889,setGenerationResearchCommitment(1575),915591.09,4051.15,911539.93,8
Бот 1,28,1,88254,24761,"sellToSystem(crude-steel, 2204.18)",969688.73,4030.90,965657.83,8
Бот 1,28,2,88254,24761,"sellToSystem(pig-iron, 189.74)",969688.73,4030.90,965657.83,8
Бот 1,28,3,88254,24761,"sellToSystem(coking-coal, 306.9)",969688.73,4030.90,965657.83,8
Бот 1,28,4,88254,24761,"sellToSystem(limestone, 780.7)",969688.73,4030.90,965657.83,8
Бот 1,28,5,88254,24761,"sellToSystem(scrap-metal, 1050)",969688.73,4030.90,965657.83,8
Бот 1,28,6,88254,24761,"sellToSystem(wire-rod, 450)",969688.73,4030.90,965657.83,8
Бот 1,28,7,88254,24761,setGenerationResearchCommitment(1575),969688.73,4030.90,965657.83,8
Бот 1,29,1,104242,24878,"setOverhaulRequested(01M0DNJHF2NJS5WXKJXQF9PVV2, True)",1020930.25,4010.74,1016919.51,8
Бот 1,29,2,104242,24878,"sellToSystem(crude-steel, 2066.67)",1020930.25,4010.74,1016919.51,8
Бот 1,29,3,104242,24878,"sellToSystem(iron-ore, 8986.27)",1020930.25,4010.74,1016919.51,8
Бот 1,29,4,104242,24878,"sellToSystem(coking-coal, 190.65)",1020930.25,4010.74,1016919.51,8
Бот 1,29,5,104242,24878,"sellToSystem(limestone, 738)",1020930.25,4010.74,1016919.51,8
Бот 1,29,6,104242,24878,"sellToSystem(scrap-metal, 1050)",1020930.25,4010.74,1016919.51,8
Бот 1,29,7,104242,24878,"sellToSystem(wire-rod, 450)",1020930.25,4010.74,1016919.51,8
Бот 1,29,8,104242,24878,setGenerationResearchCommitment(1575),1020930.25,4010.74,1016919.51,8
Бот 1,30,1,110136,25173,"setOverhaulRequested(01M0DNKXH6AAYXGE9PTP45B4E4, True)",1106412.31,3990.69,1102421.62,8
Бот 1,30,2,110136,25173,"sellToSystem(crude-steel, 1737.88)",1106412.31,3990.69,1102421.62,8
Бот 1,30,3,110136,25173,"sellToSystem(coking-coal, 1906.5)",1106412.31,3990.69,1102421.62,8
Бот 1,30,4,110136,25173,"sellToSystem(iron-ore, 5211.33)",1106412.31,3990.69,1102421.62,8
Бот 1,30,5,110136,25173,"sellToSystem(limestone, 691.5)",1106412.31,3990.69,1102421.62,8
Бот 1,30,6,110136,25173,"sellToSystem(scrap-metal, 1050)",1106412.31,3990.69,1102421.62,8
Бот 1,30,7,110136,25173,"sellToSystem(wire-rod, 450)",1106412.31,3990.69,1102421.62,8
Бот 1,30,8,110136,25173,setGenerationResearchCommitment(1575),1106412.31,3990.69,1102421.62,8
Бот 1,31,1,83849,25021,"sellToSystem(crude-steel, 1994.48)",1181746.51,3970.73,1177775.77,8
Бот 1,31,2,83849,25021,"sellToSystem(iron-ore, 4657.52)",1181746.51,3970.73,1177775.77,8
Бот 1,31,3,83849,25021,"sellToSystem(coking-coal, 837)",1181746.51,3970.73,1177775.77,8
Бот 1,31,4,83849,25021,"sellToSystem(limestone, 422.66)",1181746.51,3970.73,1177775.77,8
Бот 1,31,5,83849,25021,"sellToSystem(coke, 505.32)",1181746.51,3970.73,1177775.77,8
Бот 1,31,6,83849,25021,"sellToSystem(wire-rod, 750)",1181746.51,3970.73,1177775.77,8
Бот 1,31,7,83849,25021,"sellToSystem(scrap-metal, 450)",1181746.51,3970.73,1177775.77,8
Бот 1,31,8,83849,25021,setGenerationResearchCommitment(1575),1181746.51,3970.73,1177775.77,8
Бот 1,32,1,106462,25186,"setOverhaulRequested(01M0DNR9Z6KSWWB97GNCYWGEM5, True)",1249755.90,3950.88,1245805.02,8
Бот 1,32,2,106462,25186,"sellToSystem(iron-ore, 5051.84)",1249755.90,3950.88,1245805.02,8
Бот 1,32,3,106462,25186,"sellToSystem(crude-steel, 1886.57)",1249755.90,3950.88,1245805.02,8
Бот 1,32,4,106462,25186,"sellToSystem(coke, 653.19)",1249755.90,3950.88,1245805.02,8
Бот 1,32,5,106462,25186,"sellToSystem(coking-coal, 837)",1249755.90,3950.88,1245805.02,8
Бот 1,32,6,106462,25186,"sellToSystem(limestone, 321.6)",1249755.90,3950.88,1245805.02,8
Бот 1,32,7,106462,25186,"sellToSystem(scrap-metal, 450)",1249755.90,3950.88,1245805.02,8
Бот 1,32,8,106462,25186,"sellToSystem(wire-rod, 750)",1249755.90,3950.88,1245805.02,8
Бот 1,33,1,115213,25646,"sellToSystem(iron-ore, 5471.6)",1313420.37,3931.13,1309489.24,8
Бот 1,33,2,115213,25646,"sellToSystem(coke, 810.6)",1313420.37,3931.13,1309489.24,8
Бот 1,33,3,115213,25646,"sellToSystem(coking-coal, 3255)",1313420.37,3931.13,1309489.24,8
Бот 1,33,4,115213,25646,"sellToSystem(crude-steel, 1590)",1313420.37,3931.13,1309489.24,8
Бот 1,33,5,115213,25646,"sellToSystem(limestone, 975.3)",1313420.37,3931.13,1309489.24,8
Бот 1,33,6,115213,25646,"sellToSystem(scrap-metal, 450)",1313420.37,3931.13,1309489.24,8
Бот 1,33,7,115213,25646,"sellToSystem(wire-rod, 750)",1313420.37,3931.13,1309489.24,8
Бот 1,33,8,115213,25646,setGenerationResearchCommitment(1575),1313420.37,3931.13,1309489.24,8
Бот 1,34,1,107186,25798,"setOverhaulRequested(01M0DNYFXVX8SCJ4CG4GX7XTHY, True)",1384457.71,3911.47,1380546.24,8
Бот 1,34,2,107186,25798,"sellToSystem(iron-ore, 5916.8)",1384457.71,3911.47,1380546.24,8
Бот 1,34,3,107186,25798,"sellToSystem(coke, 2217.55)",1384457.71,3911.47,1380546.24,8
Бот 1,34,4,107186,25798,"sellToSystem(coking-coal, 1395)",1384457.71,3911.47,1380546.24,8
Бот 1,34,5,107186,25798,"sellToSystem(crude-steel, 1337.05)",1384457.71,3911.47,1380546.24,8
Бот 1,34,6,107186,25798,"sellToSystem(limestone, 1058.78)",1384457.71,3911.47,1380546.24,8
Бот 1,34,7,107186,25798,"sellToSystem(scrap-metal, 450)",1384457.71,3911.47,1380546.24,8
Бот 1,34,8,107186,25798,"sellToSystem(wire-rod, 750)",1384457.71,3911.47,1380546.24,8
Бот 1,35,1,97906,25562,setGenerationResearchCommitment(1575),1445999.63,3891.91,1442107.72,8
Бот 1,35,2,97906,25562,"sellToSystem(iron-ore, 4454)",1445999.63,3891.91,1442107.72,8
Бот 1,35,3,97906,25562,"sellToSystem(coke, 1669)",1445999.63,3891.91,1442107.72,8
Бот 1,35,4,97906,25562,"sellToSystem(coking-coal, 1395)",1445999.63,3891.91,1442107.72,8
Бот 1,35,5,97906,25562,"sellToSystem(crude-steel, 1584.4)",1445999.63,3891.91,1442107.72,8
Бот 1,35,6,97906,25562,"sellToSystem(limestone, 784.5)",1445999.63,3891.91,1442107.72,8
Бот 1,35,7,97906,25562,"sellToSystem(pig-iron, 642.16)",1445999.63,3891.91,1442107.72,8
Бот 1,35,8,97906,25562,"sellToSystem(scrap-metal, 450)",1445999.63,3891.91,1442107.72,8
Бот 1,36,1,98279,25676,"sellToSystem(iron-ore, 4454)",1501699.68,3872.45,1497827.23,8
Бот 1,36,2,98279,25676,"sellToSystem(coke, 1669)",1501699.68,3872.45,1497827.23,8
Бот 1,36,3,98279,25676,"sellToSystem(coking-coal, 1395)",1501699.68,3872.45,1497827.23,8
Бот 1,36,4,98279,25676,"sellToSystem(crude-steel, 1458.58)",1501699.68,3872.45,1497827.23,8
Бот 1,36,5,98279,25676,"sellToSystem(limestone, 1784.5)",1501699.68,3872.45,1497827.23,8
Бот 1,36,6,98279,25676,"sellToSystem(pig-iron, 780.56)",1501699.68,3872.45,1497827.23,8
Бот 1,36,7,98279,25676,"sellToSystem(scrap-metal, 450)",1501699.68,3872.45,1497827.23,8
Бот 1,36,8,98279,25676,"sellToSystem(wire-rod, 1500)",1501699.68,3872.45,1497827.23,8
Бот 1,37,1,101129,25676,"sellToSystem(iron-ore, 4338.22)",1567800.56,3853.09,1563947.47,8
Бот 1,37,2,101129,25676,"sellToSystem(coke, 1669)",1567800.56,3853.09,1563947.47,8
Бот 1,37,3,101129,25676,"sellToSystem(coking-coal, 1395)",1567800.56,3853.09,1563947.47,8
Бот 1,37,4,101129,25676,"sellToSystem(crude-steel, 1323.44)",1567800.56,3853.09,1563947.47,8
Бот 1,37,5,101129,25676,"sellToSystem(limestone, 1784.5)",1567800.56,3853.09,1563947.47,8
Бот 1,37,6,101129,25676,"sellToSystem(pig-iron, 929.22)",1567800.56,3853.09,1563947.47,8
Бот 1,37,7,101129,25676,"sellToSystem(scrap-metal, 422.7)",1567800.56,3853.09,1563947.47,8
Бот 1,37,8,101129,25676,"sellToSystem(wire-rod, 750)",1567800.56,3853.09,1563947.47,8
Бот 1,38,1,121406,25588,"sellToSystem(iron-ore, 1645.36)",1629957.79,3833.83,1626123.97,8
Бот 1,38,2,121406,25588,"sellToSystem(coke, 715)",1629957.79,3833.83,1626123.97,8
Бот 1,38,3,121406,25588,"sellToSystem(coking-coal, 1395)",1629957.79,3833.83,1626123.97,8
Бот 1,38,4,121406,25588,"sellToSystem(crude-steel, 1178.98)",1629957.79,3833.83,1626123.97,8
Бот 1,38,5,121406,25588,"sellToSystem(limestone, 1307.5)",1629957.79,3833.83,1626123.97,8
Бот 1,38,6,121406,25588,"sellToSystem(pig-iron, 2678.12)",1629957.79,3833.83,1626123.97,8
Бот 1,38,7,121406,25588,"sellToSystem(scrap-metal, 387.6)",1629957.79,3833.83,1626123.97,8
Бот 1,38,8,121406,25588,"sellToSystem(wire-rod, 750)",1629957.79,3833.83,1626123.97,8
Бот 1,39,1,106877,25608,"sellToSystem(crude-steel, 1025.2)",1684361.01,3814.66,1680546.35,8
